learner_id,session_id,session_number,timestamp,learning_state,session_duration_minutes,questions_attempted,questions_completed,correct_answers,accuracy,average_response_time_seconds,hints_used,completion_rate,engagement_score,intervention_received,mastery_before,mastery_after,mastery_change,session_quality_score,data_source
learner_0032,session_0032_08,8,2026-01-23T09:00:00,needs_practice,28.36,10,7,5,0.5,29.93,7,0.7,0.5904,False,0.7584,0.7779,0.0195,0.5281,[SANDBOX DATA]
learner_0032,session_0032_09,9,2026-01-26T09:00:00,improving,13.71,20,15,19,0.95,15.28,2,0.75,0.8242,False,0.7779,0.8366,0.0588,0.8648,[SANDBOX DATA]
learner_0032,session_0032_10,10,2026-02-01T09:00:00,needs_practice,27.78,8,6,4,0.5,26.92,1,0.75,0.7375,False,0.8366,0.8706,0.034,0.685,[SANDBOX DATA]
learner_0032,session_0032_11,11,2026-02-03T09:00:00,needs_practice,23.96,9,6,4,0.4444,30.12,2,0.6667,0.5613,False,0.8706,0.9089,0.0383,0.59,[SANDBOX DATA]
learner_0032,session_0032_12,12,2026-02-05T09:00:00,mastered,23.38,11,11,9,0.8182,11.61,0,1.0,0.8743,False,0.9089,0.9148,0.0059,0.9112,[SANDBOX DATA]
learner_0033,session_0033_01,1,2026-01-01T09:00:00,struggling,24.48,11,5,6,0.5455,31.94,7,0.4545,0.3752,True,0.0701,0.1441,0.074,0.4523,[SANDBOX DATA]
learner_0033,session_0033_02,2,2026-01-05T09:00:00,struggling,13.82,16,10,6,0.375,13.43,10,0.625,0.4263,True,0.1441,0.2327,0.0886,0.4478,[SANDBOX DATA]
learner_0033,session_0033_03,3,2026-01-08T09:00:00,needs_practice,34.5,18,13,14,0.7778,28.95,4,0.7222,0.5397,False,0.2327,0.2327,0.0,0.7163,[SANDBOX DATA]
learner_0033,session_0033_04,4,2026-01-10T09:00:00,needs_practice,14.69,12,10,4,0.3333,24.97,9,0.8333,0.5994,True,0.2327,0.3111,0.0784,0.4949,[SANDBOX DATA]
learner_0033,session_0033_05,5,2026-01-13T09:00:00,struggling,22.26,7,4,4,0.5714,24.46,3,0.5714,0.6817,True,0.3111,0.3281,0.017,0.5935,[SANDBOX DATA]
learner_0033,session_0033_06,6,2026-01-14T09:00:00,struggling,17.41,7,4,3,0.4286,27.24,3,0.5714,0.3521,False,0.3281,0.3281,0.0,0.4776,[SANDBOX DATA]
learner_0033,session_0033_07,7,2026-01-19T09:00:00,needs_practice,29.72,12,8,6,0.5,33.57,5,0.6667,0.6586,False,0.3281,0.3283,0.0002,0.5901,[SANDBOX DATA]
learner_0033,session_0033_08,8,2026-01-24T09:00:00,needs_practice,44.36,9,6,5,0.5556,30.04,4,0.6667,0.6894,False,0.3283,0.3364,0.0081,0.6101,[SANDBOX DATA]
learner_0033,session_0033_09,9,2026-01-27T09:00:00,needs_practice,33.82,7,6,3,0.4286,14.85,1,0.8571,0.6515,False,0.3364,0.3756,0.0392,0.666,[SANDBOX DATA]
learner_0033,session_0033_10,10,2026-02-01T09:00:00,needs_practice,21.45,12,10,8,0.6667,18.1,3,0.8333,0.5629,True,0.3756,0.4214,0.0459,0.7042,[SANDBOX DATA]
learner_0033,session_0033_11,11,2026-02-03T09:00:00,improving,14.41,13,10,9,0.6923,17.17,4,0.7692,0.9142,True,0.4214,0.4913,0.0699,0.7559,[SANDBOX DATA]
learner_0034,session_0034_01,1,2026-01-01T09:00:00,improving,27.38,12,10,6,0.5,16.54,2,0.8333,0.7997,True,0.7125,0.7873,0.0748,0.7099,[SANDBOX DATA]
learner_0034,session_0034_02,2,2026-01-07T09:00:00,improving,17.94,11,8,8,0.7273,9.58,1,0.7273,0.7446,True,0.7873,0.8748,0.0875,0.7671,[SANDBOX DATA]
learner_0034,session_0034_03,3,2026-01-12T09:00:00,improving,16.47,18,14,14,0.7778,11.61,1,0.7778,0.7823,False,0.8748,0.8748,0.0,0.812,[SANDBOX DATA]
learner_0034,session_0034_04,4,2026-01-16T09:00:00,improving,24.3,14,12,11,0.7857,11.47,6,0.8571,0.8215,False,0.8748,0.8911,0.0163,0.7679,[SANDBOX DATA]
learner_0034,session_0034_05,5,2026-01-21T09:00:00,improving,17.45,18,16,12,0.6667,13.11,7,0.8889,0.8071,True,0.8911,0.9243,0.0332,0.7392,[SANDBOX DATA]
learner_0034,session_0034_06,6,2026-01-25T09:00:00,improving,29.25,11,8,9,0.8182,9.41,3,0.7273,0.9217,False,0.9243,0.9243,0.0,0.798,[SANDBOX DATA]
learner_0034,session_0034_07,7,2026-01-31T09:00:00,improving,21.19,11,10,8,0.7273,17.3,1,0.9091,0.7496,False,0.9243,0.9846,0.0603,0.8135,[SANDBOX DATA]
learner_0034,session_0034_08,8,2026-02-04T09:00:00,struggling,38.47,8,4,2,0.25,27.53,5,0.5,0.5438,False,0.9846,1.0,0.0154,0.3963,[SANDBOX DATA]
learner_0034,session_0034_09,9,2026-02-09T09:00:00,struggling,21.58,6,4,3,0.5,31.22,3,0.6667,0.5125,True,1.0,1.0,0.0,0.5442,[SANDBOX DATA]
learner_0034,session_0034_10,10,2026-02-13T09:00:00,struggling,28.38,9,4,4,0.4444,24.15,2,0.4444,0.343,True,1.0,1.0,0.0,0.4908,[SANDBOX DATA]
learner_0035,session_0035_01,1,2026-01-01T09:00:00,mastered,18.12,18,18,15,0.8333,8.46,2,1.0,0.9272,False,0.9025,0.9082,0.0057,0.9049,[SANDBOX DATA]
learner_0035,session_0035_02,2,2026-01-03T09:00:00,mastered,14.71,11,11,10,0.9091,11.81,1,1.0,0.9231,False,0.9082,0.9184,0.0103,0.9346,[SANDBOX DATA]
learner_0035,session_0035_03,3,2026-01-06T09:00:00,mastered,19.98,20,19,19,0.95,7.6,2,0.95,0.8387,False,0.9184,0.9393,0.0208,0.9177,[SANDBOX DATA]
learner_0035,session_0035_04,4,2026-01-12T09:00:00,mastered,17.74,23,20,20,0.8696,7.67,2,0.8696,0.9142,False,0.9393,0.9807,0.0414,0.8872,[SANDBOX DATA]
learner_0035,session_0035_05,5,2026-01-14T09:00:00,mastered,12.82,15,14,13,0.8667,5.25,1,0.9333,0.761,False,0.9807,0.9807,0.0,0.8755,[SANDBOX DATA]
learner_0035,session_0035_06,6,2026-01-16T09:00:00,mastered,14.08,21,20,17,0.8095,7.16,1,0.9524,0.8665,False,0.9807,0.9844,0.0038,0.8852,[SANDBOX DATA]
learner_0035,session_0035_07,7,2026-01-18T09:00:00,mastered,23.89,10,9,9,0.9,6.91,0,0.9,0.886,False,0.9844,0.9844,0.0,0.9172,[SANDBOX DATA]
learner_0035,session_0035_08,8,2026-01-20T09:00:00,mastered,19.23,7,6,7,1.0,9.68,0,0.8571,0.8794,False,0.9844,0.9857,0.0013,0.9402,[SANDBOX DATA]
learner_0035,session_0035_09,9,2026-01-24T09:00:00,mastered,22.92,12,11,9,0.75,7.07,2,0.9167,0.6645,False,0.9857,1.0,0.0143,0.7912,[SANDBOX DATA]
learner_0035,session_0035_10,10,2026-01-30T09:00:00,mastered,25.5,11,11,10,0.9091,14.05,0,1.0,0.917,False,1.0,1.0,0.0,0.9516,[SANDBOX DATA]
learner_0036,session_0036_01,1,2026-01-01T09:00:00,mastered,20.12,13,13,12,0.9231,4.17,0,1.0,0.9157,False,0.846,0.8856,0.0396,0.9562,[SANDBOX DATA]
learner_0036,session_0036_02,2,2026-01-03T09:00:00,needs_practice,18.74,10,5,7,0.7,23.58,4,0.5,0.5818,False,0.8856,0.8968,0.0112,0.6064,[SANDBOX DATA]
learner_0036,session_0036_03,3,2026-01-06T09:00:00,improving,39.24,14,11,11,0.7857,23.54,2,0.7857,0.8479,True,0.8968,0.9699,0.0731,0.8124,[SANDBOX DATA]
learner_0036,session_0036_04,4,2026-01-09T09:00:00,improving,28.39,11,11,8,0.7273,16.56,1,1.0,0.8394,False,0.9699,1.0,0.0301,0.8542,[SANDBOX DATA]
learner_0036,session_0036_05,5,2026-01-11T09:00:00,improving,26.72,15,15,9,0.6,13.18,2,1.0,0.7462,True,1.0,1.0,0.0,0.7826,[SANDBOX DATA]
learner_0036,session_0036_06,6,2026-01-15T09:00:00,improving,17.6,17,15,10,0.5882,14.81,4,0.8824,0.9272,False,1.0,1.0,0.0,0.7648,[SANDBOX DATA]
learner_0036,session_0036_07,7,2026-01-17T09:00:00,improving,17.41,15,11,9,0.6,10.54,3,0.7333,0.5285,False,1.0,1.0,0.0,0.659,[SANDBOX DATA]
learner_0036,session_0036_08,8,2026-01-18T09:00:00,improving,42.55,14,12,9,0.6429,14.74,3,0.8571,0.7611,False,1.0,1.0,0.0,0.7486,[SANDBOX DATA]
learner_0036,session_0036_09,9,2026-01-19T09:00:00,mastered,18.94,15,15,13,0.8667,10.37,1,1.0,0.9509,False,1.0,1.0,0.0,0.9302,[SANDBOX DATA]
learner_0036,session_0036_10,10,2026-01-23T09:00:00,improving,18.98,17,15,11,0.6471,17.73,1,0.8824,0.8857,True,1.0,1.0,0.0,0.8124,[SANDBOX DATA]
learner_0036,session_0036_11,11,2026-01-28T09:00:00,improving,25.9,13,9,9,0.6923,12.13,4,0.6923,0.7644,False,1.0,1.0,0.0,0.7067,[SANDBOX DATA]
learner_0037,session_0037_01,1,2026-01-01T09:00:00,needs_practice,28.76,19,15,10,0.5263,29.66,7,0.7895,0.5808,False,0.4543,0.481,0.0267,0.6241,[SANDBOX DATA]
learner_0037,session_0037_02,2,2026-01-04T09:00:00,improving,28.98,13,12,10,0.7692,17.05,5,0.9231,0.7094,False,0.481,0.5669,0.0859,0.765,[SANDBOX DATA]
learner_0037,session_0037_03,3,2026-01-09T09:00:00,improving,22.06,7,6,3,0.4286,11.43,3,0.8571,0.7998,False,0.5669,0.6039,0.037,0.6385,[SANDBOX DATA]
learner_0037,session_0037_04,4,2026-01-13T09:00:00,improving,22.3,9,8,8,0.8889,7.66,3,0.8889,0.7175,False,0.6039,0.6692,0.0653,0.8102,[SANDBOX DATA]
learner_0037,session_0037_05,5,2026-01-14T09:00:00,mastered,16.37,13,13,11,0.8462,8.59,2,1.0,0.7816,False,0.6692,0.6692,0.0,0.8717,[SANDBOX DATA]
learner_0037,session_0037_06,6,2026-01-20T09:00:00,mastered,21.48,13,11,11,0.8462,9.39,1,0.8462,0.8363,False,0.6692,0.7271,0.0579,0.8596,[SANDBOX DATA]
learner_0037,session_0037_07,7,2026-01-24T09:00:00,mastered,31.58,17,17,14,0.8235,11.73,0,1.0,0.896,False,0.7271,0.7696,0.0426,0.9174,[SANDBOX DATA]
learner_0037,session_0037_08,8,2026-01-27T09:00:00,mastered,16.57,18,17,14,0.7778,8.84,3,0.9444,0.9782,False,0.7696,0.7893,0.0197,0.8706,[SANDBOX DATA]
learner_0037,session_0037_09,9,2026-01-30T09:00:00,improving,14.5,15,9,14,0.9333,17.85,2,0.6,0.8386,False,0.7893,0.8629,0.0735,0.8177,[SANDBOX DATA]
learner_0037,session_0037_10,10,2026-01-31T09:00:00,improving,33.62,20,18,14,0.7,17.65,7,0.9,0.743,True,0.8629,0.9763,0.1134,0.7486,[SANDBOX DATA]
learner_0037,session_0037_11,11,2026-02-05T09:00:00,improving,24.43,15,10,11,0.7333,14.82,2,0.6667,0.9305,False,0.9763,1.0,0.0237,0.7828,[SANDBOX DATA]
learner_0037,session_0037_12,12,2026-02-08T09:00:00,needs_practice,23.71,15,8,8,0.5333,19.41,7,0.5333,0.5147,True,1.0,1.0,0.0,0.5296,[SANDBOX DATA]
learner_0038,session_0038_01,1,2026-01-01T09:00:00,struggling,15.41,6,3,3,0.5,38.4,6,0.5,0.422,True,0.1229,0.1682,0.0453,0.3844,[SANDBOX DATA]
learner_0038,session_0038_02,2,2026-01-04T09:00:00,struggling,33.62,9,5,2,0.2222,24.92,7,0.5556,0.325,False,0.1682,0.1682,0.0,0.3261,[SANDBOX DATA]
learner_0038,session_0038_03,3,2026-01-07T09:00:00,struggling,15.28,8,5,3,0.375,24.78,4,0.625,0.4063,True,0.1682,0.1975,0.0293,0.4688,[SANDBOX DATA]
learner_0038,session_0038_04,4,2026-01-12T09:00:00,needs_practice,22.24,12,6,8,0.6667,23.18,7,0.5,0.6256,False,0.1975,0.2221,0.0246,0.5668,[SANDBOX DATA]
learner_0038,session_0038_05,5,2026-01-14T09:00:00,improving,38.59,12,11,8,0.6667,14.58,4,0.9167,0.8086,False,0.2221,0.297,0.0749,0.7575,[SANDBOX DATA]
learner_0038,session_0038_06,6,2026-01-19T09:00:00,needs_practice,29.47,15,9,8,0.5333,27.37,5,0.6,0.5068,True,0.297,0.3752,0.0781,0.5714,[SANDBOX DATA]
learner_0038,session_0038_07,7,2026-01-21T09:00:00,mastered,26.05,15,13,15,1.0,10.29,0,0.8667,0.9005,False,0.3752,0.4007,0.0255,0.9468,[SANDBOX DATA]
learner_0038,session_0038_08,8,2026-01-26T09:00:00,mastered,15.0,16,16,16,1.0,9.83,1,1.0,0.9704,False,0.4007,0.4145,0.0138,0.9816,[SANDBOX DATA]
learner_0039,session_0039_01,1,2026-01-01T09:00:00,mastered,18.51,14,14,11,0.7857,7.62,1,1.0,0.841,False,0.8732,0.8901,0.0169,0.8789,[SANDBOX DATA]
learner_0039,session_0039_02,2,2026-01-06T09:00:00,mastered,16.02,15,14,12,0.8,11.52,4,0.9333,0.8304,False,0.8901,0.9135,0.0234,0.8261,[SANDBOX DATA]
learner_0039,session_0039_03,3,2026-01-12T09:00:00,improving,19.48,12,10,7,0.5833,26.53,2,0.8333,0.8112,False,0.9135,0.9461,0.0326,0.7414,[SANDBOX DATA]
learner_0039,session_0039_04,4,2026-01-15T09:00:00,improving,24.43,21,19,16,0.7619,20.72,6,0.9048,0.784,False,0.9461,0.9847,0.0386,0.7925,[SANDBOX DATA]
learner_0039,session_0039_05,5,2026-01-19T09:00:00,improving,19.59,15,12,8,0.5333,9.14,6,0.8,0.8042,True,0.9847,1.0,0.0153,0.6675,[SANDBOX DATA]
learner_0039,session_0039_06,6,2026-01-25T09:00:00,needs_practice,33.93,16,11,10,0.625,16.38,9,0.6875,0.5365,False,1.0,1.0,0.0,0.5854,[SANDBOX DATA]
learner_0039,session_0039_07,7,2026-01-29T09:00:00,struggling,20.73,5,2,2,0.4,16.73,3,0.4,0.2879,False,1.0,1.0,0.0,0.3776,[SANDBOX DATA]
learner_0039,session_0039_08,8,2026-02-02T09:00:00,struggling,11.68,8,4,4,0.5,21.68,8,0.5,0.3982,False,1.0,1.0,0.0,0.3796,[SANDBOX DATA]
learner_0040,session_0040_01,1,2026-01-01T09:00:00,needs_practice,21.32,17,11,11,0.6471,16.91,4,0.6471,0.6161,False,0.2663,0.2794,0.0131,0.6644,[SANDBOX DATA]
learner_0040,session_0040_02,2,2026-01-06T09:00:00,needs_practice,34.69,9,6,4,0.4444,15.33,2,0.6667,0.6023,False,0.2794,0.332,0.0526,0.5982,[SANDBOX DATA]
learner_0040,session_0040_03,3,2026-01-11T09:00:00,needs_practice,23.2,18,12,7,0.3889,20.99,3,0.6667,0.7061,True,0.332,0.3431,0.0111,0.6107,[SANDBOX DATA]
learner_0040,session_0040_04,4,2026-01-14T09:00:00,needs_practice,43.21,7,5,3,0.4286,27.92,4,0.7143,0.6687,True,0.3431,0.3823,0.0392,0.548,[SANDBOX DATA]
learner_0040,session_0040_05,5,2026-01-17T09:00:00,needs_practice,53.38,11,8,6,0.5455,16.74,3,0.7273,0.5062,False,0.3823,0.4002,0.0179,0.6194,[SANDBOX DATA]
learner_0040,session_0040_06,6,2026-01-21T09:00:00,needs_practice,35.49,12,8,7,0.5833,15.56,6,0.6667,0.5106,True,0.4002,0.4413,0.0411,0.573,[SANDBOX DATA]
learner_0040,session_0040_07,7,2026-01-22T09:00:00,improving,20.4,12,12,10,0.8333,9.06,5,1.0,0.7192,False,0.4413,0.4537,0.0124,0.8022,[SANDBOX DATA]
learner_0040,session_0040_08,8,2026-01-25T09:00:00,needs_practice,30.49,13,8,6,0.4615,17.07,8,0.6154,0.4506,True,0.4537,0.4778,0.0242,0.4824,[SANDBOX DATA]
learner_0040,session_0040_09,9,2026-01-28T09:00:00,improving,18.21,12,11,7,0.5833,20.35,4,0.9167,0.7726,False,0.4778,0.4989,0.0211,0.7212,[SANDBOX DATA]
learner_0040,session_0040_10,10,2026-01-30T09:00:00,improving,52.42,15,13,10,0.6667,12.27,0,0.8667,1.0,True,0.4989,0.5808,0.0819,0.85,[SANDBOX DATA]
learner_0040,session_0040_11,11,2026-02-01T09:00:00,improving,32.54,16,14,12,0.75,17.49,6,0.875,0.893,True,0.5808,0.6409,0.0601,0.7849,[SANDBOX DATA]
learner_0041,session_0041_01,1,2026-01-01T09:00:00,mastered,12.97,15,14,13,0.8667,6.23,0,0.9333,0.7731,False,0.8903,0.9164,0.0261,0.8913,[SANDBOX DATA]
learner_0041,session_0041_02,2,2026-01-02T09:00:00,mastered,15.45,13,13,11,0.8462,12.14,1,1.0,0.9541,False,0.9164,0.9518,0.0353,0.9216,[SANDBOX DATA]
learner_0041,session_0041_03,3,2026-01-07T09:00:00,mastered,20.61,19,16,17,0.8947,8.33,3,0.8421,0.8367,False,0.9518,0.9574,0.0056,0.8594,[SANDBOX DATA]
learner_0041,session_0041_04,4,2026-01-09T09:00:00,mastered,13.22,15,15,14,0.9333,11.72,0,1.0,0.9644,False,0.9574,0.9592,0.0019,0.9695,[SANDBOX DATA]
learner_0041,session_0041_05,5,2026-01-14T09:00:00,mastered,32.74,20,17,16,0.8,10.17,1,0.85,0.8991,True,0.9592,1.0,0.0408,0.8623,[SANDBOX DATA]
learner_0041,session_0041_06,6,2026-01-19T09:00:00,improving,17.71,14,11,9,0.6429,19.49,2,0.7857,0.8272,False,1.0,1.0,0.0,0.7583,[SANDBOX DATA]
learner_0041,session_0041_07,7,2026-01-24T09:00:00,improving,21.43,17,15,13,0.7647,11.13,5,0.8824,0.8103,True,1.0,1.0,0.0,0.7915,[SANDBOX DATA]
learner_0041,session_0041_08,8,2026-01-25T09:00:00,improving,29.58,23,18,22,0.9565,15.47,5,0.7826,0.7766,False,1.0,1.0,0.0,0.8423,[SANDBOX DATA]
learner_0041,session_0041_09,9,2026-01-27T09:00:00,needs_practice,42.4,13,11,10,0.7692,21.92,5,0.8462,0.677,False,1.0,1.0,0.0,0.7393,[SANDBOX DATA]
learner_0042,session_0042_01,1,2026-01-01T09:00:00,mastered,26.2,20,17,15,0.75,9.59,3,0.85,0.8276,False,0.8194,0.8347,0.0153,0.8105,[SANDBOX DATA]
learner_0042,session_0042_02,2,2026-01-05T09:00:00,mastered,13.54,23,23,21,0.913,9.94,1,1.0,0.9682,True,0.8347,0.8956,0.0609,0.9545,[SANDBOX DATA]
learner_0042,session_0042_03,3,2026-01-10T09:00:00,mastered,26.75,20,18,18,0.9,5.43,2,0.9,0.7851,False,0.8956,0.9181,0.0226,0.877,[SANDBOX DATA]
learner_0042,session_0042_04,4,2026-01-16T09:00:00,mastered,19.97,3,3,3,1.0,5.55,1,1.0,0.8693,True,0.9181,0.9794,0.0613,0.9072,[SANDBOX DATA]
learner_0042,session_0042_05,5,2026-01-18T09:00:00,mastered,19.93,13,13,13,1.0,9.01,3,1.0,0.9046,False,0.9794,0.9851,0.0056,0.9348,[SANDBOX DATA]
learner_0042,session_0042_06,6,2026-01-22T09:00:00,mastered,17.92,21,21,18,0.8571,8.45,3,1.0,0.8266,False,0.9851,1.0,0.0149,0.8868,[SANDBOX DATA]
learner_0042,session_0042_07,7,2026-01-23T09:00:00,mastered,26.88,12,11,12,1.0,6.31,0,0.9167,0.8137,False,1.0,1.0,0.0,0.9419,[SANDBOX DATA]
learner_0042,session_0042_08,8,2026-01-24T09:00:00,mastered,22.09,20,17,19,0.95,8.32,1,0.85,0.8804,False,1.0,1.0,0.0,0.9111,[SANDBOX DATA]
learner_0042,session_0042_09,9,2026-01-26T09:00:00,mastered,18.19,26,26,24,0.9231,12.42,2,1.0,0.9889,False,1.0,1.0,0.0,0.9555,[SANDBOX DATA]
learner_0042,session_0042_10,10,2026-02-01T09:00:00,mastered,11.78,14,13,12,0.8571,8.91,0,0.9286,0.8252,True,1.0,1.0,0.0,0.8972,[SANDBOX DATA]
learner_0042,session_0042_11,11,2026-02-03T09:00:00,mastered,20.1,23,22,19,0.8261,7.6,1,0.9565,0.9059,True,1.0,1.0,0.0,0.9007,[SANDBOX DATA]
learner_0042,session_0042_12,12,2026-02-04T09:00:00,mastered,27.03,18,17,16,0.8889,12.44,1,0.9444,0.8104,False,1.0,1.0,0.0,0.8982,[SANDBOX DATA]
learner_0043,session_0043_01,1,2026-01-01T09:00:00,improving,39.06,13,11,10,0.7692,14.29,3,0.8462,0.702,False,0.5969,0.662,0.0652,0.775,[SANDBOX DATA]
learner_0043,session_0043_02,2,2026-01-07T09:00:00,improving,34.55,14,12,10,0.7143,10.91,3,0.8571,0.8509,False,0.662,0.7238,0.0618,0.7916,[SANDBOX DATA]
learner_0043,session_0043_03,3,2026-01-11T09:00:00,mastered,18.1,12,10,11,0.9167,14.5,0,0.8333,0.8222,False,0.7238,0.7238,0.0,0.8936,[SANDBOX DATA]
learner_0043,session_0043_04,4,2026-01-17T09:00:00,mastered,23.68,19,17,18,0.9474,10.78,0,0.8947,0.702,True,0.7238,0.7534,0.0296,0.8957,[SANDBOX DATA]
learner_0043,session_0043_05,5,2026-01-21T09:00:00,mastered,15.04,17,14,15,0.8824,9.95,1,0.8235,0.8304,False,0.7534,0.7623,0.009,0.869,[SANDBOX DATA]
learner_0043,session_0043_06,6,2026-01-22T09:00:00,improving,33.22,12,10,9,0.75,11.78,4,0.8333,0.6672,False,0.7623,0.8128,0.0504,0.7376,[SANDBOX DATA]
learner_0043,session_0043_07,7,2026-01-25T09:00:00,improving,24.67,10,7,7,0.7,15.77,3,0.7,0.7085,False,0.8128,0.8719,0.0591,0.7017,[SANDBOX DATA]
learner_0043,session_0043_08,8,2026-01-27T09:00:00,improving,28.47,10,9,7,0.7,24.76,4,0.9,0.807,False,0.8719,0.9349,0.063,0.7514,[SANDBOX DATA]
learner_0044,session_0044_01,1,2026-01-01T09:00:00,mastered,16.94,22,22,20,0.9091,7.79,3,1.0,1.0,False,0.8293,0.8293,0.0,0.9409,[SANDBOX DATA]
learner_0044,session_0044_02,2,2026-01-04T09:00:00,mastered,28.78,16,16,14,0.875,6.09,0,1.0,0.8734,False,0.8293,0.8372,0.0079,0.9309,[SANDBOX DATA]
learner_0044,session_0044_03,3,2026-01-09T09:00:00,mastered,25.78,12,12,12,1.0,6.91,0,1.0,0.8349,True,0.8372,0.8644,0.0273,0.967,[SANDBOX DATA]
learner_0044,session_0044_04,4,2026-01-14T09:00:00,improving,34.67,20,17,15,0.75,14.18,5,0.85,0.7534,False,0.8644,0.943,0.0786,0.7757,[SANDBOX DATA]
learner_0044,session_0044_05,5,2026-01-18T09:00:00,mastered,20.55,14,14,12,0.8571,9.23,2,1.0,0.9537,False,0.943,0.9477,0.0048,0.9122,[SANDBOX DATA]
learner_0044,session_0044_06,6,2026-01-19T09:00:00,needs_practice,26.17,11,8,6,0.5455,24.43,5,0.7273,0.673,True,0.9477,0.9929,0.0452,0.6164,[SANDBOX DATA]
learner_0044,session_0044_07,7,2026-01-25T09:00:00,struggling,5.0,10,6,4,0.4,24.24,5,0.6,0.56,False,0.9929,0.9929,0.0,0.502,[SANDBOX DATA]
learner_0044,session_0044_08,8,2026-01-29T09:00:00,needs_practice,17.18,16,9,10,0.625,17.62,4,0.5625,0.5934,False,0.9929,1.0,0.0071,0.6281,[SANDBOX DATA]
learner_0044,session_0044_09,9,2026-01-31T09:00:00,struggling,23.96,12,7,4,0.3333,15.74,7,0.5833,0.488,True,1.0,1.0,0.0,0.4434,[SANDBOX DATA]
learner_0044,session_0044_10,10,2026-02-02T09:00:00,needs_practice,16.35,8,5,5,0.625,15.76,2,0.625,0.5985,False,1.0,1.0,0.0,0.6447,[SANDBOX DATA]
learner_0045,session_0045_01,1,2026-01-01T09:00:00,needs_practice,24.22,17,11,11,0.6471,25.44,6,0.6471,0.6381,False,0.4148,0.4456,0.0308,0.6453,[SANDBOX DATA]
learner_0045,session_0045_02,2,2026-01-06T09:00:00,struggling,29.8,6,4,3,0.5,33.03,3,0.6667,0.4213,True,0.4456,0.4813,0.0357,0.5259,[SANDBOX DATA]
learner_0045,session_0045_03,3,2026-01-12T09:00:00,needs_practice,24.8,10,7,3,0.3,21.22,2,0.7,0.5931,True,0.4813,0.5443,0.0629,0.5586,[SANDBOX DATA]
learner_0045,session_0045_04,4,2026-01-16T09:00:00,needs_practice,39.22,14,8,9,0.6429,24.81,7,0.5714,0.4999,True,0.5443,0.5899,0.0456,0.5678,[SANDBOX DATA]
learner_0045,session_0045_05,5,2026-01-20T09:00:00,struggling,32.53,9,5,5,0.5556,24.79,7,0.5556,0.5522,False,0.5899,0.5986,0.0087,0.4882,[SANDBOX DATA]
learner_0045,session_0045_06,6,2026-01-24T09:00:00,struggling,21.59,11,5,6,0.5455,33.78,6,0.4545,0.53,False,0.5986,0.6043,0.0057,0.5015,[SANDBOX DATA]
learner_0045,session_0045_07,7,2026-01-26T09:00:00,struggling,32.61,9,4,4,0.4444,25.11,4,0.4444,0.408,True,0.6043,0.628,0.0236,0.4594,[SANDBOX DATA]
learner_0045,session_0045_08,8,2026-02-01T09:00:00,struggling,29.97,7,4,3,0.4286,26.07,4,0.5714,0.4972,True,0.628,0.6428,0.0148,0.478,[SANDBOX DATA]
learner_0045,session_0045_09,9,2026-02-04T09:00:00,struggling,23.67,8,5,3,0.375,27.89,5,0.625,0.4786,False,0.6428,0.684,0.0412,0.4582,[SANDBOX DATA]
learner_0045,session_0045_10,10,2026-02-07T09:00:00,struggling,31.32,12,5,4,0.3333,33.15,10,0.4167,0.397,False,0.684,0.7005,0.0165,0.3336,[SANDBOX DATA]
learner_0045,session_0045_11,11,2026-02-10T09:00:00,needs_practice,31.92,14,9,8,0.5714,13.94,3,0.6429,0.5682,False,0.7005,0.7494,0.049,0.6315,[SANDBOX DATA]
learner_0045,session_0045_12,12,2026-02-14T09:00:00,mastered,17.68,21,21,21,1.0,9.87,0,1.0,0.8612,False,0.7494,0.79,0.0406,0.9722,[SANDBOX DATA]
learner_0046,session_0046_01,1,2026-01-01T09:00:00,mastered,18.16,23,22,23,1.0,10.03,2,0.9565,0.8538,False,0.9491,0.9558,0.0067,0.9425,[SANDBOX DATA]
learner_0046,session_0046_02,2,2026-01-06T09:00:00,mastered,32.84,13,13,11,0.8462,10.77,2,1.0,0.8963,True,0.9558,0.9988,0.043,0.8946,[SANDBOX DATA]
learner_0046,session_0046_03,3,2026-01-09T09:00:00,mastered,18.37,18,18,15,0.8333,8.47,1,1.0,0.7837,False,0.9988,0.9994,0.0006,0.8873,[SANDBOX DATA]
learner_0046,session_0046_04,4,2026-01-12T09:00:00,mastered,22.14,20,17,18,0.9,6.06,0,0.85,0.9411,True,0.9994,1.0,0.0006,0.9157,[SANDBOX DATA]
learner_0046,session_0046_05,5,2026-01-18T09:00:00,mastered,22.7,16,16,12,0.75,11.11,0,1.0,1.0,False,1.0,1.0,0.0,0.9125,[SANDBOX DATA]
learner_0046,session_0046_06,6,2026-01-21T09:00:00,mastered,20.9,18,18,15,0.8333,10.94,3,1.0,0.8473,False,1.0,1.0,0.0,0.8778,[SANDBOX DATA]
learner_0046,session_0046_07,7,2026-01-22T09:00:00,mastered,35.09,17,17,15,0.8824,9.28,3,1.0,0.8941,False,1.0,1.0,0.0,0.9024,[SANDBOX DATA]
learner_0046,session_0046_08,8,2026-01-25T09:00:00,improving,21.77,12,10,7,0.5833,11.98,2,0.8333,0.8364,True,1.0,1.0,0.0,0.7464,[SANDBOX DATA]
