learner_id,intervention_id,intervention_number,timestamp,intervention_type,completed,mastery_before,mastery_after,improvement,retained_mastery,retention_rate,retention_success,data_source
learner_0044,intervention_0044_01,1,2026-01-01T09:00:00,worked_example,True,0.5745,0.6115,0.037,0.599,0.6633,False,[SANDBOX DATA]
learner_0044,intervention_0044_02,2,2026-01-04T09:00:00,video_lesson,True,0.6115,0.6533,0.0419,0.6457,0.8178,True,[SANDBOX DATA]
learner_0044,intervention_0044_03,3,2026-01-10T09:00:00,adaptive_quiz,False,0.6533,0.6533,0.0,0.6533,0.5094,False,[SANDBOX DATA]
learner_0045,intervention_0045_01,1,2026-01-01T09:00:00,targeted_practice,False,0.531,0.531,0.0,0.531,0.5831,False,[SANDBOX DATA]
learner_0045,intervention_0045_02,2,2026-01-06T09:00:00,targeted_practice,True,0.531,0.6014,0.0704,0.5946,0.9039,True,[SANDBOX DATA]
learner_0045,intervention_0045_03,3,2026-01-10T09:00:00,worked_example,True,0.6014,0.6625,0.0612,0.644,0.6971,False,[SANDBOX DATA]
learner_0045,intervention_0045_04,4,2026-01-17T09:00:00,worked_example,True,0.6625,0.7084,0.0459,0.7059,0.9471,True,[SANDBOX DATA]
learner_0046,intervention_0046_01,1,2026-01-01T09:00:00,adaptive_quiz,True,0.8546,0.8707,0.0161,0.8683,0.8518,True,[SANDBOX DATA]
learner_0046,intervention_0046_02,2,2026-01-03T09:00:00,worked_example,True,0.8707,0.8923,0.0217,0.8904,0.9126,True,[SANDBOX DATA]
learner_0046,intervention_0046_03,3,2026-01-08T09:00:00,adaptive_quiz,True,0.8923,0.9078,0.0155,0.9067,0.9291,True,[SANDBOX DATA]
learner_0046,intervention_0046_04,4,2026-01-11T09:00:00,video_lesson,True,0.9078,0.9162,0.0084,0.9148,0.8295,True,[SANDBOX DATA]
learner_0047,intervention_0047_01,1,2026-01-01T09:00:00,peer_discussion,True,0.4073,0.4675,0.0602,0.4567,0.8205,True,[SANDBOX DATA]
learner_0047,intervention_0047_02,2,2026-01-04T09:00:00,adaptive_quiz,True,0.4675,0.5595,0.092,0.5452,0.8448,True,[SANDBOX DATA]
learner_0047,intervention_0047_03,3,2026-01-08T09:00:00,worked_example,True,0.5595,0.6201,0.0606,0.6138,0.8952,True,[SANDBOX DATA]
learner_0048,intervention_0048_01,1,2026-01-01T09:00:00,targeted_practice,True,0.3794,0.4716,0.0922,0.4575,0.8469,True,[SANDBOX DATA]
learner_0048,intervention_0048_02,2,2026-01-08T09:00:00,adaptive_quiz,True,0.4716,0.4902,0.0186,0.4843,0.6821,False,[SANDBOX DATA]
learner_0048,intervention_0048_03,3,2026-01-15T09:00:00,targeted_practice,False,0.4902,0.4902,0.0,0.4902,0.5645,False,[SANDBOX DATA]
learner_0048,intervention_0048_04,4,2026-01-22T09:00:00,video_lesson,True,0.4902,0.5714,0.0812,0.5568,0.8198,True,[SANDBOX DATA]
learner_0049,intervention_0049_01,1,2026-01-01T09:00:00,peer_discussion,True,0.7904,0.8057,0.0152,0.8026,0.7995,True,[SANDBOX DATA]
learner_0049,intervention_0049_02,2,2026-01-08T09:00:00,targeted_practice,True,0.8057,0.837,0.0313,0.8306,0.7974,True,[SANDBOX DATA]
learner_0049,intervention_0049_03,3,2026-01-14T09:00:00,peer_discussion,True,0.837,0.8553,0.0183,0.8505,0.74,True,[SANDBOX DATA]
learner_0049,intervention_0049_04,4,2026-01-18T09:00:00,peer_discussion,True,0.8553,0.8686,0.0133,0.8647,0.7067,True,[SANDBOX DATA]
learner_0050,intervention_0050_01,1,2026-01-01T09:00:00,worked_example,False,0.4569,0.4764,0.0195,0.4663,0.4815,False,[SANDBOX DATA]
learner_0050,intervention_0050_02,2,2026-01-04T09:00:00,adaptive_quiz,True,0.4764,0.5527,0.0763,0.5371,0.7958,True,[SANDBOX DATA]
learner_0050,intervention_0050_03,3,2026-01-10T09:00:00,peer_discussion,True,0.5527,0.6107,0.058,0.6086,0.9635,True,[SANDBOX DATA]
learner_0051,intervention_0051_01,1,2026-01-01T09:00:00,peer_discussion,False,0.2943,0.3167,0.0224,0.3087,0.6429,False,[SANDBOX DATA]
learner_0051,intervention_0051_02,2,2026-01-05T09:00:00,video_lesson,True,0.3167,0.4014,0.0847,0.3862,0.8202,True,[SANDBOX DATA]
learner_0051,intervention_0051_03,3,2026-01-11T09:00:00,targeted_practice,True,0.4014,0.49,0.0886,0.4794,0.8805,True,[SANDBOX DATA]
learner_0051,intervention_0051_04,4,2026-01-14T09:00:00,targeted_practice,True,0.49,0.5951,0.1051,0.572,0.7799,True,[SANDBOX DATA]
learner_0051,intervention_0051_05,5,2026-01-21T09:00:00,adaptive_quiz,True,0.5951,0.637,0.0419,0.6297,0.8242,True,[SANDBOX DATA]
learner_0052,intervention_0052_01,1,2026-01-01T09:00:00,video_lesson,True,0.3068,0.3924,0.0856,0.3626,0.6514,False,[SANDBOX DATA]
learner_0052,intervention_0052_02,2,2026-01-07T09:00:00,adaptive_quiz,True,0.3924,0.472,0.0796,0.4576,0.8196,True,[SANDBOX DATA]
learner_0052,intervention_0052_03,3,2026-01-09T09:00:00,video_lesson,False,0.472,0.485,0.013,0.4797,0.59,False,[SANDBOX DATA]
learner_0052,intervention_0052_04,4,2026-01-14T09:00:00,targeted_practice,True,0.485,0.5674,0.0824,0.5591,0.8989,True,[SANDBOX DATA]
learner_0052,intervention_0052_05,5,2026-01-18T09:00:00,worked_example,False,0.5674,0.5876,0.0202,0.5782,0.5354,False,[SANDBOX DATA]
learner_0053,intervention_0053_01,1,2026-01-01T09:00:00,worked_example,False,0.6509,0.669,0.0181,0.6606,0.5353,False,[SANDBOX DATA]
learner_0053,intervention_0053_02,2,2026-01-08T09:00:00,adaptive_quiz,True,0.669,0.7103,0.0413,0.7032,0.8288,True,[SANDBOX DATA]
learner_0053,intervention_0053_03,3,2026-01-10T09:00:00,worked_example,True,0.7103,0.7628,0.0525,0.754,0.832,True,[SANDBOX DATA]
learner_0053,intervention_0053_04,4,2026-01-15T09:00:00,video_lesson,True,0.7628,0.7912,0.0284,0.7857,0.8077,True,[SANDBOX DATA]
learner_0053,intervention_0053_05,5,2026-01-18T09:00:00,video_lesson,True,0.7912,0.8194,0.0282,0.8128,0.7685,True,[SANDBOX DATA]
learner_0054,intervention_0054_01,1,2026-01-01T09:00:00,targeted_practice,True,0.1149,0.2249,0.11,0.2031,0.8017,True,[SANDBOX DATA]
learner_0054,intervention_0054_02,2,2026-01-05T09:00:00,adaptive_quiz,True,0.2249,0.3303,0.1053,0.3224,0.9255,True,[SANDBOX DATA]
learner_0054,intervention_0054_03,3,2026-01-09T09:00:00,peer_discussion,False,0.3303,0.3618,0.0315,0.3517,0.6793,False,[SANDBOX DATA]
learner_0054,intervention_0054_04,4,2026-01-16T09:00:00,targeted_practice,True,0.3618,0.4652,0.1034,0.4475,0.8288,True,[SANDBOX DATA]
learner_0055,intervention_0055_01,1,2026-01-01T09:00:00,peer_discussion,True,0.1209,0.209,0.0881,0.1987,0.8836,True,[SANDBOX DATA]
learner_0055,intervention_0055_02,2,2026-01-07T09:00:00,peer_discussion,False,0.209,0.2374,0.0284,0.2328,0.8395,True,[SANDBOX DATA]
learner_0055,intervention_0055_03,3,2026-01-13T09:00:00,peer_discussion,False,0.2374,0.266,0.0286,0.2599,0.7856,True,[SANDBOX DATA]
learner_0056,intervention_0056_01,1,2026-01-01T09:00:00,worked_example,False,0.6927,0.6927,0.0,0.6927,0.8064,True,[SANDBOX DATA]
learner_0056,intervention_0056_02,2,2026-01-05T09:00:00,video_lesson,True,0.6927,0.7247,0.032,0.716,0.7278,True,[SANDBOX DATA]
learner_0056,intervention_0056_03,3,2026-01-08T09:00:00,adaptive_quiz,True,0.7247,0.761,0.0364,0.7578,0.9107,True,[SANDBOX DATA]
learner_0057,intervention_0057_01,1,2026-01-01T09:00:00,targeted_practice,True,0.4077,0.498,0.0903,0.4805,0.8053,True,[SANDBOX DATA]
learner_0057,intervention_0057_02,2,2026-01-05T09:00:00,peer_discussion,False,0.498,0.5066,0.0085,0.5033,0.6207,False,[SANDBOX DATA]
learner_0057,intervention_0057_03,3,2026-01-07T09:00:00,adaptive_quiz,True,0.5066,0.5673,0.0608,0.5531,0.7651,True,[SANDBOX DATA]
learner_0058,intervention_0058_01,1,2026-01-01T09:00:00,targeted_practice,True,0.3735,0.4738,0.1003,0.4695,0.9575,True,[SANDBOX DATA]
learner_0058,intervention_0058_02,2,2026-01-04T09:00:00,video_lesson,True,0.4738,0.5254,0.0516,0.5161,0.8212,True,[SANDBOX DATA]
learner_0058,intervention_0058_03,3,2026-01-11T09:00:00,targeted_practice,True,0.5254,0.5955,0.0701,0.5886,0.9015,True,[SANDBOX DATA]
learner_0059,intervention_0059_01,1,2026-01-01T09:00:00,adaptive_quiz,True,0.4043,0.4835,0.0791,0.4693,0.8201,True,[SANDBOX DATA]
learner_0059,intervention_0059_02,2,2026-01-08T09:00:00,adaptive_quiz,False,0.4835,0.4835,0.0,0.4835,0.5076,False,[SANDBOX DATA]
learner_0059,intervention_0059_03,3,2026-01-12T09:00:00,peer_discussion,True,0.4835,0.5196,0.0361,0.5102,0.7412,True,[SANDBOX DATA]
learner_0060,intervention_0060_01,1,2026-01-01T09:00:00,worked_example,True,0.7885,0.8068,0.0183,0.8033,0.8106,True,[SANDBOX DATA]
learner_0060,intervention_0060_02,2,2026-01-04T09:00:00,worked_example,True,0.8068,0.8252,0.0184,0.8208,0.759,True,[SANDBOX DATA]
learner_0060,intervention_0060_03,3,2026-01-06T09:00:00,video_lesson,True,0.8252,0.846,0.0208,0.8401,0.7144,True,[SANDBOX DATA]
learner_0060,intervention_0060_04,4,2026-01-10T09:00:00,worked_example,True,0.846,0.8703,0.0243,0.8659,0.8191,True,[SANDBOX DATA]
learner_0060,intervention_0060_05,5,2026-01-12T09:00:00,video_lesson,False,0.8703,0.8858,0.0155,0.8815,0.7236,True,[SANDBOX DATA]
learner_0061,intervention_0061_01,1,2026-01-01T09:00:00,adaptive_quiz,True,0.6808,0.7385,0.0578,0.7225,0.7218,True,[SANDBOX DATA]
learner_0061,intervention_0061_02,2,2026-01-04T09:00:00,peer_discussion,True,0.7385,0.7592,0.0206,0.7533,0.7142,True,[SANDBOX DATA]
learner_0061,intervention_0061_03,3,2026-01-06T09:00:00,worked_example,True,0.7592,0.7922,0.033,0.7845,0.768,True,[SANDBOX DATA]
learner_0061,intervention_0061_04,4,2026-01-09T09:00:00,video_lesson,True,0.7922,0.811,0.0188,0.8106,0.98,True,[SANDBOX DATA]
learner_0061,intervention_0061_05,5,2026-01-13T09:00:00,video_lesson,True,0.811,0.8298,0.0188,0.8261,0.8051,True,[SANDBOX DATA]
learner_0062,intervention_0062_01,1,2026-01-01T09:00:00,adaptive_quiz,True,0.1095,0.2559,0.1464,0.2291,0.8164,True,[SANDBOX DATA]
learner_0062,intervention_0062_02,2,2026-01-03T09:00:00,adaptive_quiz,True,0.2559,0.3678,0.1119,0.3396,0.7479,True,[SANDBOX DATA]
learner_0062,intervention_0062_03,3,2026-01-06T09:00:00,worked_example,True,0.3678,0.4461,0.0783,0.4355,0.8648,True,[SANDBOX DATA]
learner_0063,intervention_0063_01,1,2026-01-01T09:00:00,adaptive_quiz,False,0.5104,0.5217,0.0113,0.5182,0.6892,False,[SANDBOX DATA]
learner_0063,intervention_0063_02,2,2026-01-07T09:00:00,worked_example,True,0.5217,0.5963,0.0746,0.5865,0.8695,True,[SANDBOX DATA]
learner_0063,intervention_0063_03,3,2026-01-14T09:00:00,targeted_practice,False,0.5963,0.5963,0.0,0.5963,0.852,True,[SANDBOX DATA]
learner_0063,intervention_0063_04,4,2026-01-20T09:00:00,worked_example,True,0.5963,0.6536,0.0573,0.6414,0.787,True,[SANDBOX DATA]
learner_0063,intervention_0063_05,5,2026-01-26T09:00:00,adaptive_quiz,True,0.6536,0.6846,0.031,0.6814,0.8974,True,[SANDBOX DATA]
learner_0064,intervention_0064_01,1,2026-01-01T09:00:00,worked_example,True,0.3718,0.4591,0.0873,0.4555,0.9592,True,[SANDBOX DATA]
learner_0064,intervention_0064_02,2,2026-01-04T09:00:00,targeted_practice,True,0.4591,0.5473,0.0882,0.537,0.8837,True,[SANDBOX DATA]
learner_0064,intervention_0064_03,3,2026-01-10T09:00:00,worked_example,True,0.5473,0.6092,0.0619,0.5939,0.7531,True,[SANDBOX DATA]
learner_0064,intervention_0064_04,4,2026-01-17T09:00:00,adaptive_quiz,True,0.6092,0.666,0.0568,0.6628,0.943,True,[SANDBOX DATA]
learner_0064,intervention_0064_05,5,2026-01-22T09:00:00,adaptive_quiz,True,0.666,0.7127,0.0467,0.702,0.7701,True,[SANDBOX DATA]
learner_0065,intervention_0065_01,1,2026-01-01T09:00:00,targeted_practice,True,0.26,0.327,0.067,0.3041,0.6589,False,[SANDBOX DATA]
learner_0065,intervention_0065_02,2,2026-01-04T09:00:00,worked_example,True,0.327,0.4259,0.0989,0.3976,0.7139,True,[SANDBOX DATA]
learner_0065,intervention_0065_03,3,2026-01-11T09:00:00,adaptive_quiz,True,0.4259,0.5128,0.0869,0.4984,0.8336,True,[SANDBOX DATA]
learner_0065,intervention_0065_04,4,2026-01-17T09:00:00,targeted_practice,True,0.5128,0.5576,0.0448,0.5505,0.8406,True,[SANDBOX DATA]
learner_0065,intervention_0065_05,5,2026-01-20T09:00:00,adaptive_quiz,False,0.5576,0.5577,0.0001,0.5576,0.5111,False,[SANDBOX DATA]
learner_0066,intervention_0066_01,1,2026-01-01T09:00:00,worked_example,False,0.3214,0.3214,0.0,0.3214,0.7979,True,[SANDBOX DATA]
learner_0066,intervention_0066_02,2,2026-01-08T09:00:00,video_lesson,True,0.3214,0.3785,0.057,0.3719,0.8844,True,[SANDBOX DATA]
learner_0066,intervention_0066_03,3,2026-01-11T09:00:00,adaptive_quiz,True,0.3785,0.4684,0.0899,0.4654,0.9669,True,[SANDBOX DATA]
learner_0066,intervention_0066_04,4,2026-01-13T09:00:00,targeted_practice,True,0.4684,0.5282,0.0598,0.5231,0.9152,True,[SANDBOX DATA]
learner_0066,intervention_0066_05,5,2026-01-18T09:00:00,targeted_practice,True,0.5282,0.6033,0.0752,0.5804,0.695,False,[SANDBOX DATA]
learner_0067,intervention_0067_01,1,2026-01-01T09:00:00,targeted_practice,True,0.8108,0.8297,0.0189,0.8247,0.734,True,[SANDBOX DATA]
learner_0067,intervention_0067_02,2,2026-01-06T09:00:00,adaptive_quiz,True,0.8297,0.8537,0.024,0.8529,0.9688,True,[SANDBOX DATA]
learner_0067,intervention_0067_03,3,2026-01-09T09:00:00,targeted_practice,True,0.8537,0.8898,0.0361,0.8827,0.8029,True,[SANDBOX DATA]
learner_0068,intervention_0068_01,1,2026-01-01T09:00:00,worked_example,False,0.5701,0.585,0.0149,0.5785,0.5621,False,[SANDBOX DATA]
learner_0068,intervention_0068_02,2,2026-01-06T09:00:00,video_lesson,False,0.585,0.5912,0.0062,0.5895,0.7175,True,[SANDBOX DATA]
learner_0068,intervention_0068_03,3,2026-01-12T09:00:00,adaptive_quiz,True,0.5912,0.6521,0.0608,0.6504,0.973,True,[SANDBOX DATA]
learner_0068,intervention_0068_04,4,2026-01-19T09:00:00,targeted_practice,True,0.6521,0.7021,0.05,0.6914,0.7872,True,[SANDBOX DATA]
learner_0069,intervention_0069_01,1,2026-01-01T09:00:00,video_lesson,True,0.66,0.7002,0.0402,0.6893,0.7298,True,[SANDBOX DATA]
learner_0069,intervention_0069_02,2,2026-01-04T09:00:00,targeted_practice,False,0.7002,0.7246,0.0244,0.7116,0.4682,False,[SANDBOX DATA]
learner_0069,intervention_0069_03,3,2026-01-06T09:00:00,adaptive_quiz,True,0.7246,0.7489,0.0243,0.7445,0.8181,True,[SANDBOX DATA]
learner_0069,intervention_0069_04,4,2026-01-13T09:00:00,peer_discussion,True,0.7489,0.7749,0.026,0.7708,0.8433,True,[SANDBOX DATA]
learner_0069,intervention_0069_05,5,2026-01-16T09:00:00,adaptive_quiz,True,0.7749,0.7874,0.0125,0.7848,0.7946,True,[SANDBOX DATA]
learner_0070,intervention_0070_01,1,2026-01-01T09:00:00,video_lesson,True,0.0623,0.1466,0.0843,0.1269,0.7662,True,[SANDBOX DATA]
learner_0070,intervention_0070_02,2,2026-01-08T09:00:00,peer_discussion,True,0.1466,0.2398,0.0932,0.2091,0.6703,False,[SANDBOX DATA]
learner_0070,intervention_0070_03,3,2026-01-11T09:00:00,adaptive_quiz,True,0.2398,0.335,0.0952,0.3223,0.866,True,[SANDBOX DATA]
learner_0070,intervention_0070_04,4,2026-01-18T09:00:00,adaptive_quiz,True,0.335,0.4159,0.0808,0.4,0.8037,True,[SANDBOX DATA]
learner_0070,intervention_0070_05,5,2026-01-25T09:00:00,targeted_practice,True,0.4159,0.5223,0.1064,0.5053,0.8405,True,[SANDBOX DATA]
learner_0071,intervention_0071_01,1,2026-01-01T09:00:00,worked_example,False,0.4763,0.5052,0.0289,0.4998,0.8141,True,[SANDBOX DATA]
learner_0071,intervention_0071_02,2,2026-01-03T09:00:00,targeted_practice,True,0.5052,0.6001,0.0949,0.5904,0.8977,True,[SANDBOX DATA]
learner_0071,intervention_0071_03,3,2026-01-10T09:00:00,video_lesson,True,0.6001,0.6423,0.0421,0.636,0.8512,True,[SANDBOX DATA]
learner_0072,intervention_0072_01,1,2026-01-01T09:00:00,video_lesson,True,0.3333,0.4175,0.0843,0.4005,0.7983,True,[SANDBOX DATA]
learner_0072,intervention_0072_02,2,2026-01-07T09:00:00,targeted_practice,True,0.4175,0.4803,0.0627,0.4702,0.839,True,[SANDBOX DATA]
learner_0072,intervention_0072_03,3,2026-01-09T09:00:00,worked_example,True,0.4803,0.51,0.0298,0.5017,0.7202,True,[SANDBOX DATA]
learner_0072,intervention_0072_04,4,2026-01-14T09:00:00,worked_example,True,0.51,0.5836,0.0735,0.5621,0.7087,True,[SANDBOX DATA]
learner_0073,intervention_0073_01,1,2026-01-01T09:00:00,video_lesson,False,0.1639,0.165,0.0011,0.1646,0.6109,False,[SANDBOX DATA]
learner_0073,intervention_0073_02,2,2026-01-07T09:00:00,adaptive_quiz,True,0.165,0.265,0.1,0.2587,0.9374,True,[SANDBOX DATA]
learner_0073,intervention_0073_03,3,2026-01-11T09:00:00,peer_discussion,False,0.265,0.2763,0.0114,0.2748,0.8642,True,[SANDBOX DATA]
learner_0074,intervention_0074_01,1,2026-01-01T09:00:00,peer_discussion,False,0.7007,0.7114,0.0106,0.706,0.4956,False,[SANDBOX DATA]
learner_0074,intervention_0074_02,2,2026-01-05T09:00:00,worked_example,True,0.7114,0.7375,0.0261,0.733,0.8288,True,[SANDBOX DATA]
learner_0074,intervention_0074_03,3,2026-01-09T09:00:00,targeted_practice,True,0.7375,0.7605,0.023,0.756,0.8047,True,[SANDBOX DATA]
learner_0074,intervention_0074_04,4,2026-01-15T09:00:00,video_lesson,True,0.7605,0.7792,0.0187,0.7752,0.7887,True,[SANDBOX DATA]
learner_0075,intervention_0075_01,1,2026-01-01T09:00:00,targeted_practice,True,0.4716,0.5425,0.0709,0.5347,0.8902,True,[SANDBOX DATA]
learner_0075,intervention_0075_02,2,2026-01-07T09:00:00,worked_example,True,0.5425,0.6088,0.0663,0.5936,0.7707,True,[SANDBOX DATA]
learner_0075,intervention_0075_03,3,2026-01-11T09:00:00,targeted_practice,True,0.6088,0.658,0.0492,0.6478,0.7917,True,[SANDBOX DATA]
learner_0076,intervention_0076_01,1,2026-01-01T09:00:00,worked_example,False,0.369,0.3697,0.0006,0.3696,0.809,True,[SANDBOX DATA]
learner_0076,intervention_0076_02,2,2026-01-04T09:00:00,targeted_practice,True,0.3697,0.4806,0.1109,0.4419,0.6514,False,[SANDBOX DATA]
learner_0076,intervention_0076_03,3,2026-01-11T09:00:00,peer_discussion,True,0.4806,0.5339,0.0533,0.5246,0.8254,True,[SANDBOX DATA]
learner_0076,intervention_0076_04,4,2026-01-13T09:00:00,worked_example,True,0.5339,0.5731,0.0392,0.5608,0.6854,False,[SANDBOX DATA]
learner_0077,intervention_0077_01,1,2026-01-01T09:00:00,peer_discussion,False,0.3247,0.3247,0.0,0.3247,0.6219,False,[SANDBOX DATA]
learner_0077,intervention_0077_02,2,2026-01-07T09:00:00,adaptive_quiz,True,0.3247,0.4314,0.1067,0.4225,0.9159,True,[SANDBOX DATA]
learner_0077,intervention_0077_03,3,2026-01-13T09:00:00,targeted_practice,True,0.4314,0.5336,0.1022,0.5198,0.8644,True,[SANDBOX DATA]
learner_0077,intervention_0077_04,4,2026-01-17T09:00:00,worked_example,True,0.5336,0.5837,0.0501,0.5827,0.98,True,[SANDBOX DATA]
learner_0078,intervention_0078_01,1,2026-01-01T09:00:00,video_lesson,False,0.6854,0.708,0.0226,0.7007,0.6784,False,[SANDBOX DATA]
learner_0078,intervention_0078_02,2,2026-01-07T09:00:00,video_lesson,True,0.708,0.7386,0.0306,0.7287,0.6775,False,[SANDBOX DATA]
learner_0078,intervention_0078_03,3,2026-01-14T09:00:00,worked_example,True,0.7386,0.7781,0.0395,0.766,0.6946,False,[SANDBOX DATA]
learner_0078,intervention_0078_04,4,2026-01-20T09:00:00,targeted_practice,False,0.7781,0.7826,0.0045,0.7803,0.4849,False,[SANDBOX DATA]
learner_0078,intervention_0078_05,5,2026-01-22T09:00:00,peer_discussion,True,0.7826,0.8077,0.0251,0.8048,0.8847,True,[SANDBOX DATA]
learner_0079,intervention_0079_01,1,2026-01-01T09:00:00,video_lesson,True,0.4722,0.5229,0.0507,0.5091,0.7269,True,[SANDBOX DATA]
learner_0079,intervention_0079_02,2,2026-01-06T09:00:00,video_lesson,True,0.5229,0.5587,0.0358,0.5523,0.822,True,[SANDBOX DATA]
learner_0079,intervention_0079_03,3,2026-01-12T09:00:00,peer_discussion,False,0.5587,0.5685,0.0098,0.5634,0.4756,False,[SANDBOX DATA]
learner_0079,intervention_0079_04,4,2026-01-19T09:00:00,video_lesson,True,0.5685,0.6258,0.0572,0.6053,0.6429,False,[SANDBOX DATA]
learner_0079,intervention_0079_05,5,2026-01-26T09:00:00,targeted_practice,True,0.6258,0.6838,0.058,0.6759,0.864,True,[SANDBOX DATA]
learner_0080,intervention_0080_01,1,2026-01-01T09:00:00,targeted_practice,True,0.8188,0.8451,0.0264,0.8375,0.7091,True,[SANDBOX DATA]
learner_0080,intervention_0080_02,2,2026-01-07T09:00:00,adaptive_quiz,True,0.8451,0.8623,0.0172,0.8597,0.8502,True,[SANDBOX DATA]
learner_0080,intervention_0080_03,3,2026-01-09T09:00:00,worked_example,True,0.8623,0.8825,0.0202,0.8814,0.9462,True,[SANDBOX DATA]
learner_0080,intervention_0080_04,4,2026-01-16T09:00:00,peer_discussion,True,0.8825,0.8969,0.0144,0.8958,0.9212,True,[SANDBOX DATA]
learner_0080,intervention_0080_05,5,2026-01-18T09:00:00,video_lesson,True,0.8969,0.9113,0.0144,0.9093,0.8606,True,[SANDBOX DATA]
learner_0081,intervention_0081_01,1,2026-01-01T09:00:00,peer_discussion,True,0.3336,0.4013,0.0677,0.3854,0.7658,True,[SANDBOX DATA]
learner_0081,intervention_0081_02,2,2026-01-06T09:00:00,worked_example,True,0.4013,0.4553,0.054,0.447,0.8459,True,[SANDBOX DATA]
learner_0081,intervention_0081_03,3,2026-01-09T09:00:00,targeted_practice,True,0.4553,0.5433,0.088,0.5328,0.8809,True,[SANDBOX DATA]
learner_0082,intervention_0082_01,1,2026-01-01T09:00:00,video_lesson,True,0.85,0.87,0.0201,0.8644,0.7224,True,[SANDBOX DATA]
learner_0082,intervention_0082_02,2,2026-01-03T09:00:00,peer_discussion,True,0.87,0.883,0.013,0.8809,0.8426,True,[SANDBOX DATA]
learner_0082,intervention_0082_03,3,2026-01-05T09:00:00,adaptive_quiz,True,0.883,0.9011,0.0182,0.8979,0.8207,True,[SANDBOX DATA]
learner_0083,intervention_0083_01,1,2026-01-01T09:00:00,worked_example,True,0.5856,0.6443,0.0586,0.6332,0.8105,True,[SANDBOX DATA]
learner_0083,intervention_0083_02,2,2026-01-06T09:00:00,worked_example,True,0.6443,0.6872,0.0429,0.6777,0.7795,True,[SANDBOX DATA]
learner_0083,intervention_0083_03,3,2026-01-12T09:00:00,video_lesson,True,0.6872,0.7189,0.0318,0.7126,0.8011,True,[SANDBOX DATA]
learner_0084,intervention_0084_01,1,2026-01-01T09:00:00,targeted_practice,False,0.3744,0.3744,0.0,0.3744,0.6377,False,[SANDBOX DATA]
learner_0084,intervention_0084_02,2,2026-01-06T09:00:00,worked_example,False,0.3744,0.3744,0.0,0.3744,0.6769,False,[SANDBOX DATA]
learner_0084,intervention_0084_03,3,2026-01-11T09:00:00,adaptive_quiz,True,0.3744,0.4444,0.07,0.4313,0.8129,True,[SANDBOX DATA]
learner_0084,intervention_0084_04,4,2026-01-16T09:00:00,adaptive_quiz,False,0.4444,0.4611,0.0168,0.4548,0.6227,False,[SANDBOX DATA]
learner_0084,intervention_0084_05,5,2026-01-19T09:00:00,video_lesson,True,0.4611,0.5247,0.0636,0.5096,0.7619,True,[SANDBOX DATA]
learner_0085,intervention_0085_01,1,2026-01-01T09:00:00,targeted_practice,True,0.2017,0.3458,0.1441,0.3137,0.7769,True,[SANDBOX DATA]
learner_0085,intervention_0085_02,2,2026-01-07T09:00:00,targeted_practice,True,0.3458,0.4688,0.1229,0.4414,0.7772,True,[SANDBOX DATA]
learner_0085,intervention_0085_03,3,2026-01-11T09:00:00,peer_discussion,True,0.4688,0.5072,0.0384,0.4986,0.7774,True,[SANDBOX DATA]
learner_0085,intervention_0085_04,4,2026-01-14T09:00:00,video_lesson,True,0.5072,0.5564,0.0492,0.5554,0.98,True,[SANDBOX DATA]
learner_0085,intervention_0085_05,5,2026-01-20T09:00:00,video_lesson,True,0.5564,0.5941,0.0378,0.5859,0.7805,True,[SANDBOX DATA]
learner_0086,intervention_0086_01,1,2026-01-01T09:00:00,peer_discussion,True,0.0207,0.1387,0.118,0.116,0.8069,True,[SANDBOX DATA]
learner_0086,intervention_0086_02,2,2026-01-08T09:00:00,adaptive_quiz,True,0.1387,0.2651,0.1263,0.2412,0.8109,True,[SANDBOX DATA]
learner_0086,intervention_0086_03,3,2026-01-11T09:00:00,adaptive_quiz,False,0.2651,0.2663,0.0012,0.2658,0.5866,False,[SANDBOX DATA]
learner_0087,intervention_0087_01,1,2026-01-01T09:00:00,targeted_practice,False,0.3694,0.3963,0.0269,0.3872,0.6617,False,[SANDBOX DATA]
learner_0087,intervention_0087_02,2,2026-01-06T09:00:00,adaptive_quiz,True,0.3963,0.4759,0.0796,0.4618,0.823,True,[SANDBOX DATA]
learner_0087,intervention_0087_03,3,2026-01-10T09:00:00,adaptive_quiz,True,0.4759,0.5411,0.0652,0.5219,0.7046,True,[SANDBOX DATA]
learner_0087,intervention_0087_04,4,2026-01-14T09:00:00,worked_example,True,0.5411,0.5878,0.0467,0.5787,0.8048,True,[SANDBOX DATA]
learner_0087,intervention_0087_05,5,2026-01-18T09:00:00,peer_discussion,True,0.5878,0.6258,0.038,0.6235,0.9382,True,[SANDBOX DATA]
learner_0088,intervention_0088_01,1,2026-01-01T09:00:00,adaptive_quiz,True,0.2694,0.3551,0.0856,0.3458,0.8914,True,[SANDBOX DATA]
learner_0088,intervention_0088_02,2,2026-01-05T09:00:00,peer_discussion,False,0.3551,0.3552,0.0002,0.3552,0.5821,False,[SANDBOX DATA]
learner_0088,intervention_0088_03,3,2026-01-08T09:00:00,video_lesson,True,0.3552,0.4504,0.0952,0.4485,0.98,True,[SANDBOX DATA]
learner_0088,intervention_0088_04,4,2026-01-10T09:00:00,peer_discussion,True,0.4504,0.4924,0.042,0.4823,0.7578,True,[SANDBOX DATA]
