learner_id,interaction_id,item_id,competency_id,timestamp,difficulty,correct,response_time_sec,hint_used,attempt_number,mastery_before,mastery_after,learning_state,data_source
learner_0016,learner_0016_interaction_037,item_0026,Population and housing census methodology,2026-01-15T16:24:00,easy,1,20.91,0,37,0.9877,1.0,mastered,[SANDBOX DATA]
learner_0016,learner_0016_interaction_038,item_0170,Population and housing census methodology,2026-01-15T16:44:00,easy,1,13.44,0,38,1.0,1.0,mastered,[SANDBOX DATA]
learner_0016,learner_0016_interaction_039,item_0029,Population and housing census methodology,2026-01-15T16:56:00,medium,1,34.05,0,39,1.0,0.9973,mastered,[SANDBOX DATA]
learner_0016,learner_0016_interaction_040,item_0169,Population and housing census methodology,2026-01-15T17:03:00,hard,0,52.82,0,40,0.9973,0.9732,mastered,[SANDBOX DATA]
learner_0016,learner_0016_interaction_041,item_0050,Population and housing census methodology,2026-01-15T17:22:00,easy,0,15.82,0,41,0.9732,0.8505,mastered,[SANDBOX DATA]
learner_0016,learner_0016_interaction_042,item_0135,Population and housing census methodology,2026-01-15T17:35:00,medium,1,25.2,0,42,0.8505,0.9707,mastered,[SANDBOX DATA]
learner_0016,learner_0016_interaction_043,item_0080,Population and housing census methodology,2026-01-15T17:54:00,hard,1,103.64,0,43,0.9707,0.983,mastered,[SANDBOX DATA]
learner_0016,learner_0016_interaction_044,item_0146,Population and housing census methodology,2026-01-15T18:03:00,hard,0,40.39,0,44,0.983,0.8958,mastered,[SANDBOX DATA]
learner_0016,learner_0016_interaction_045,item_0134,Population and housing census methodology,2026-01-15T18:17:00,medium,0,35.99,0,45,0.8958,0.584,needs_practice,[SANDBOX DATA]
learner_0016,learner_0016_interaction_046,item_0004,Population and housing census methodology,2026-01-15T18:33:00,medium,1,48.83,1,46,0.584,0.869,needs_practice,[SANDBOX DATA]
learner_0016,learner_0016_interaction_047,item_0170,Population and housing census methodology,2026-01-15T18:40:00,easy,0,50.04,1,47,0.869,0.5371,needs_practice,[SANDBOX DATA]
learner_0016,learner_0016_interaction_048,item_0183,Population and housing census methodology,2026-01-15T18:52:00,medium,1,17.06,0,48,0.5371,0.8508,needs_practice,[SANDBOX DATA]
learner_0016,learner_0016_interaction_049,item_0009,Population and housing census methodology,2026-01-15T19:00:00,medium,1,58.22,0,49,0.8508,0.9658,needs_practice,[SANDBOX DATA]
learner_0016,learner_0016_interaction_050,item_0067,Population and housing census methodology,2026-01-15T19:09:00,medium,0,19.19,0,50,0.9658,0.8236,needs_practice,[SANDBOX DATA]
learner_0016,learner_0016_interaction_051,item_0175,Population and housing census methodology,2026-01-15T19:23:00,easy,1,22.14,0,51,0.8236,0.9555,needs_practice,[SANDBOX DATA]
learner_0016,learner_0016_interaction_052,item_0146,Population and housing census methodology,2026-01-15T19:38:00,hard,0,53.86,0,52,0.9555,0.7702,needs_practice,[SANDBOX DATA]
learner_0016,learner_0016_interaction_053,item_0129,Population and housing census methodology,2026-01-15T19:56:00,hard,0,38.81,0,53,0.7702,0.3986,needs_practice,[SANDBOX DATA]
learner_0016,learner_0016_interaction_054,item_0119,Population and housing census methodology,2026-01-15T20:10:00,easy,1,44.17,0,54,0.3986,0.7942,needs_practice,[SANDBOX DATA]
learner_0016,learner_0016_interaction_055,item_0063,Population and housing census methodology,2026-01-15T20:16:00,hard,1,102.9,0,55,0.7942,0.9651,needs_practice,[SANDBOX DATA]
learner_0016,learner_0016_interaction_056,item_0194,Population and housing census methodology,2026-01-15T20:22:00,hard,0,66.74,1,56,0.9651,0.8097,needs_practice,[SANDBOX DATA]
learner_0016,learner_0016_interaction_057,item_0022,Population and housing census methodology,2026-01-15T20:36:00,medium,1,35.69,0,57,0.8097,0.9457,needs_practice,[SANDBOX DATA]
learner_0016,learner_0016_interaction_058,item_0145,Population and housing census methodology,2026-01-15T20:47:00,hard,1,67.89,0,58,0.9457,0.9759,needs_practice,[SANDBOX DATA]
learner_0016,learner_0016_interaction_059,item_0133,Population and housing census methodology,2026-01-15T20:56:00,medium,1,29.86,0,59,0.9759,1.0,needs_practice,[SANDBOX DATA]
learner_0016,learner_0016_interaction_060,item_0078,Population and housing census methodology,2026-01-15T21:05:00,easy,1,27.04,0,60,1.0,0.987,mastered,[SANDBOX DATA]
learner_0016,learner_0016_interaction_061,item_0155,Population and housing census methodology,2026-01-15T21:24:00,medium,0,24.13,0,61,0.987,0.9048,needs_practice,[SANDBOX DATA]
learner_0016,learner_0016_interaction_062,item_0101,Population and housing census methodology,2026-01-15T21:32:00,easy,1,37.32,1,62,0.9048,0.9914,mastered,[SANDBOX DATA]
learner_0016,learner_0016_interaction_063,item_0111,Population and housing census methodology,2026-01-15T21:52:00,medium,1,25.38,1,63,0.9914,0.9894,mastered,[SANDBOX DATA]
learner_0016,learner_0016_interaction_064,item_0075,Population and housing census methodology,2026-01-15T22:00:00,medium,1,39.07,1,64,0.9894,0.9945,mastered,[SANDBOX DATA]
learner_0016,learner_0016_interaction_065,item_0119,Population and housing census methodology,2026-01-15T22:05:00,easy,1,12.27,0,65,0.9945,1.0,mastered,[SANDBOX DATA]
learner_0016,learner_0016_interaction_066,item_0149,Population and housing census methodology,2026-01-15T22:21:00,easy,1,53.34,0,66,1.0,0.9863,mastered,[SANDBOX DATA]
learner_0016,learner_0016_interaction_067,item_0036,Population and housing census methodology,2026-01-15T22:37:00,medium,1,14.01,0,67,0.9863,0.9975,mastered,[SANDBOX DATA]
learner_0016,learner_0016_interaction_068,item_0181,Population and housing census methodology,2026-01-15T22:52:00,medium,1,22.31,0,68,0.9975,1.0,mastered,[SANDBOX DATA]
learner_0016,learner_0016_interaction_069,item_0118,Population and housing census methodology,2026-01-15T23:09:00,easy,1,11.67,0,69,1.0,0.9941,mastered,[SANDBOX DATA]
learner_0016,learner_0016_interaction_070,item_0018,Population and housing census methodology,2026-01-15T23:22:00,medium,0,25.05,0,70,0.9941,0.9662,mastered,[SANDBOX DATA]
learner_0016,learner_0016_interaction_071,item_0034,Population and housing census methodology,2026-01-15T23:29:00,easy,1,27.88,0,71,0.9662,1.0,mastered,[SANDBOX DATA]
learner_0016,learner_0016_interaction_072,item_0012,Population and housing census methodology,2026-01-15T23:49:00,medium,1,16.16,0,72,1.0,1.0,mastered,[SANDBOX DATA]
learner_0017,learner_0017_interaction_001,item_0027,Population and housing census methodology,2026-01-08T09:00:00,easy,0,28.15,1,1,0.3584,0.1939,struggling,[SANDBOX DATA]
learner_0017,learner_0017_interaction_002,item_0192,Population and housing census methodology,2026-01-08T09:15:00,hard,1,67.86,0,2,0.1939,0.6045,needs_practice,[SANDBOX DATA]
learner_0017,learner_0017_interaction_003,item_0028,Population and housing census methodology,2026-01-08T09:29:00,medium,0,22.0,0,3,0.6045,0.2845,struggling,[SANDBOX DATA]
learner_0017,learner_0017_interaction_004,item_0058,Population and housing census methodology,2026-01-08T09:40:00,hard,1,28.84,1,4,0.2845,0.7003,needs_practice,[SANDBOX DATA]
learner_0017,learner_0017_interaction_005,item_0009,Population and housing census methodology,2026-01-08T09:47:00,medium,0,24.98,0,5,0.7003,0.3436,struggling,[SANDBOX DATA]
learner_0017,learner_0017_interaction_006,item_0088,Population and housing census methodology,2026-01-08T09:58:00,hard,1,98.31,0,6,0.3436,0.7465,needs_practice,[SANDBOX DATA]
learner_0017,learner_0017_interaction_007,item_0147,Population and housing census methodology,2026-01-08T10:05:00,hard,0,13.41,0,7,0.7465,0.3893,needs_practice,[SANDBOX DATA]
learner_0017,learner_0017_interaction_008,item_0113,Population and housing census methodology,2026-01-08T10:17:00,medium,0,40.93,0,8,0.3893,0.2013,struggling,[SANDBOX DATA]
learner_0017,learner_0017_interaction_009,item_0014,Population and housing census methodology,2026-01-08T10:27:00,easy,0,47.33,1,9,0.2013,0.163,struggling,[SANDBOX DATA]
learner_0017,learner_0017_interaction_010,item_0074,Population and housing census methodology,2026-01-08T10:35:00,hard,1,40.5,0,10,0.163,0.5337,needs_practice,[SANDBOX DATA]
learner_0017,learner_0017_interaction_011,item_0150,Population and housing census methodology,2026-01-08T10:41:00,easy,1,20.27,0,11,0.5337,0.8568,needs_practice,[SANDBOX DATA]
learner_0017,learner_0017_interaction_012,item_0036,Population and housing census methodology,2026-01-08T10:47:00,medium,1,17.45,0,12,0.8568,0.9819,needs_practice,[SANDBOX DATA]
learner_0017,learner_0017_interaction_013,item_0061,Population and housing census methodology,2026-01-08T10:53:00,easy,1,27.23,0,13,0.9819,1.0,needs_practice,[SANDBOX DATA]
learner_0017,learner_0017_interaction_014,item_0089,Population and housing census methodology,2026-01-08T11:13:00,hard,0,49.24,0,14,1.0,0.9874,needs_practice,[SANDBOX DATA]
learner_0017,learner_0017_interaction_015,item_0034,Population and housing census methodology,2026-01-08T11:27:00,easy,1,14.63,1,15,0.9874,0.9955,needs_practice,[SANDBOX DATA]
learner_0017,learner_0017_interaction_016,item_0059,Population and housing census methodology,2026-01-08T11:32:00,easy,1,90.72,1,16,0.9955,1.0,needs_practice,[SANDBOX DATA]
learner_0017,learner_0017_interaction_017,item_0142,Population and housing census methodology,2026-01-08T11:41:00,medium,1,26.92,0,17,1.0,1.0,mastered,[SANDBOX DATA]
learner_0017,learner_0017_interaction_018,item_0030,Population and housing census methodology,2026-01-08T11:59:00,medium,1,54.07,0,18,1.0,0.9908,mastered,[SANDBOX DATA]
learner_0017,learner_0017_interaction_019,item_0015,Population and housing census methodology,2026-01-08T12:05:00,easy,1,16.23,1,19,0.9908,1.0,mastered,[SANDBOX DATA]
learner_0017,learner_0017_interaction_020,item_0004,Population and housing census methodology,2026-01-08T12:17:00,medium,0,28.08,0,20,1.0,0.9944,mastered,[SANDBOX DATA]
learner_0017,learner_0017_interaction_021,item_0075,Population and housing census methodology,2026-01-08T12:28:00,medium,1,42.75,0,21,0.9944,0.9862,mastered,[SANDBOX DATA]
learner_0017,learner_0017_interaction_022,item_0127,Population and housing census methodology,2026-01-08T12:42:00,hard,1,38.05,0,22,0.9862,0.9934,mastered,[SANDBOX DATA]
learner_0017,learner_0017_interaction_023,item_0168,Population and housing census methodology,2026-01-08T12:58:00,hard,1,29.86,0,23,0.9934,0.9869,mastered,[SANDBOX DATA]
learner_0017,learner_0017_interaction_024,item_0106,Population and housing census methodology,2026-01-08T13:10:00,hard,1,32.72,0,24,0.9869,0.9866,mastered,[SANDBOX DATA]
learner_0017,learner_0017_interaction_025,item_0079,Population and housing census methodology,2026-01-08T13:22:00,easy,1,14.03,0,25,0.9866,0.9867,mastered,[SANDBOX DATA]
learner_0017,learner_0017_interaction_026,item_0179,Population and housing census methodology,2026-01-08T13:36:00,easy,1,34.26,0,26,0.9867,1.0,mastered,[SANDBOX DATA]
learner_0017,learner_0017_interaction_027,item_0022,Population and housing census methodology,2026-01-08T13:55:00,medium,1,27.38,0,27,1.0,0.9965,mastered,[SANDBOX DATA]
learner_0017,learner_0017_interaction_028,item_0012,Population and housing census methodology,2026-01-08T14:01:00,medium,1,39.07,0,28,0.9965,1.0,mastered,[SANDBOX DATA]
learner_0017,learner_0017_interaction_029,item_0139,Population and housing census methodology,2026-01-08T14:12:00,easy,1,11.5,0,29,1.0,0.9929,mastered,[SANDBOX DATA]
learner_0017,learner_0017_interaction_030,item_0194,Population and housing census methodology,2026-01-08T14:18:00,hard,1,81.46,0,30,0.9929,1.0,mastered,[SANDBOX DATA]
learner_0017,learner_0017_interaction_031,item_0028,Population and housing census methodology,2026-01-08T14:37:00,medium,1,47.93,0,31,1.0,1.0,mastered,[SANDBOX DATA]
learner_0017,learner_0017_interaction_032,item_0109,Population and housing census methodology,2026-01-08T14:49:00,easy,1,24.42,0,32,1.0,0.9964,mastered,[SANDBOX DATA]
learner_0017,learner_0017_interaction_033,item_0034,Population and housing census methodology,2026-01-08T15:03:00,easy,0,29.15,0,33,0.9964,0.9913,mastered,[SANDBOX DATA]
learner_0017,learner_0017_interaction_034,item_0087,Population and housing census methodology,2026-01-08T15:08:00,medium,1,27.48,1,34,0.9913,1.0,mastered,[SANDBOX DATA]
learner_0017,learner_0017_interaction_035,item_0032,Population and housing census methodology,2026-01-08T15:14:00,easy,1,22.96,0,35,1.0,0.9853,mastered,[SANDBOX DATA]
learner_0017,learner_0017_interaction_036,item_0092,Population and housing census methodology,2026-01-08T15:29:00,easy,1,38.33,0,36,0.9853,1.0,mastered,[SANDBOX DATA]
learner_0017,learner_0017_interaction_037,item_0017,Population and housing census methodology,2026-01-08T15:41:00,medium,1,40.45,0,37,1.0,0.9998,mastered,[SANDBOX DATA]
learner_0017,learner_0017_interaction_038,item_0162,Population and housing census methodology,2026-01-08T15:51:00,medium,1,35.1,0,38,0.9998,1.0,mastered,[SANDBOX DATA]
learner_0017,learner_0017_interaction_039,item_0176,Population and housing census methodology,2026-01-08T16:04:00,hard,1,29.53,0,39,1.0,0.9918,mastered,[SANDBOX DATA]
learner_0017,learner_0017_interaction_040,item_0066,Population and housing census methodology,2026-01-08T16:16:00,medium,1,53.95,0,40,0.9918,0.9848,mastered,[SANDBOX DATA]
learner_0017,learner_0017_interaction_041,item_0090,Population and housing census methodology,2026-01-08T16:34:00,hard,1,23.8,0,41,0.9848,1.0,mastered,[SANDBOX DATA]
learner_0017,learner_0017_interaction_042,item_0019,Population and housing census methodology,2026-01-08T16:49:00,easy,1,15.94,0,42,1.0,1.0,mastered,[SANDBOX DATA]
learner_0017,learner_0017_interaction_043,item_0105,Population and housing census methodology,2026-01-08T17:05:00,hard,0,65.71,0,43,1.0,0.9859,mastered,[SANDBOX DATA]
learner_0017,learner_0017_interaction_044,item_0012,Population and housing census methodology,2026-01-08T17:21:00,medium,1,37.42,1,44,0.9859,0.9917,mastered,[SANDBOX DATA]
learner_0017,learner_0017_interaction_045,item_0056,Population and housing census methodology,2026-01-08T17:28:00,hard,1,46.71,0,45,0.9917,1.0,mastered,[SANDBOX DATA]
learner_0017,learner_0017_interaction_046,item_0020,Population and housing census methodology,2026-01-08T17:36:00,easy,0,35.03,0,46,1.0,1.0,mastered,[SANDBOX DATA]
learner_0017,learner_0017_interaction_047,item_0136,Population and housing census methodology,2026-01-08T17:47:00,hard,0,52.33,0,47,1.0,0.9945,mastered,[SANDBOX DATA]
learner_0017,learner_0017_interaction_048,item_0148,Population and housing census methodology,2026-01-08T18:06:00,easy,1,10.22,0,48,0.9945,0.9948,mastered,[SANDBOX DATA]
learner_0017,learner_0017_interaction_049,item_0081,Population and housing census methodology,2026-01-08T18:22:00,hard,1,25.31,1,49,0.9948,0.9949,mastered,[SANDBOX DATA]
learner_0017,learner_0017_interaction_050,item_0144,Population and housing census methodology,2026-01-08T18:40:00,medium,1,40.49,0,50,0.9949,0.9975,mastered,[SANDBOX DATA]
learner_0017,learner_0017_interaction_051,item_0059,Population and housing census methodology,2026-01-08T18:58:00,easy,1,12.84,0,51,0.9975,1.0,mastered,[SANDBOX DATA]
learner_0017,learner_0017_interaction_052,item_0173,Population and housing census methodology,2026-01-08T19:16:00,medium,1,27.27,1,52,1.0,0.9874,mastered,[SANDBOX DATA]
learner_0017,learner_0017_interaction_053,item_0130,Population and housing census methodology,2026-01-08T19:35:00,easy,0,37.65,0,53,0.9874,0.9335,mastered,[SANDBOX DATA]
learner_0017,learner_0017_interaction_054,item_0004,Population and housing census methodology,2026-01-08T19:43:00,medium,1,61.03,0,54,0.9335,0.9859,mastered,[SANDBOX DATA]
learner_0017,learner_0017_interaction_055,item_0033,Population and housing census methodology,2026-01-08T20:00:00,easy,1,12.16,0,55,0.9859,0.9982,mastered,[SANDBOX DATA]
learner_0017,learner_0017_interaction_056,item_0109,Population and housing census methodology,2026-01-08T20:15:00,easy,1,27.96,0,56,0.9982,0.9882,mastered,[SANDBOX DATA]
learner_0017,learner_0017_interaction_057,item_0152,Population and housing census methodology,2026-01-08T20:33:00,easy,1,38.42,1,57,0.9882,1.0,mastered,[SANDBOX DATA]
learner_0017,learner_0017_interaction_058,item_0162,Population and housing census methodology,2026-01-08T20:43:00,medium,1,21.98,0,58,1.0,0.989,mastered,[SANDBOX DATA]
learner_0017,learner_0017_interaction_059,item_0186,Population and housing census methodology,2026-01-08T21:02:00,hard,1,85.86,0,59,0.989,0.994,mastered,[SANDBOX DATA]
learner_0017,learner_0017_interaction_060,item_0098,Population and housing census methodology,2026-01-08T21:22:00,hard,1,66.47,1,60,0.994,0.9908,mastered,[SANDBOX DATA]
learner_0017,learner_0017_interaction_061,item_0088,Population and housing census methodology,2026-01-08T21:36:00,hard,1,42.13,0,61,0.9908,1.0,mastered,[SANDBOX DATA]
learner_0017,learner_0017_interaction_062,item_0083,Population and housing census methodology,2026-01-08T21:51:00,easy,1,32.82,0,62,1.0,0.9933,mastered,[SANDBOX DATA]
learner_0017,learner_0017_interaction_063,item_0026,Population and housing census methodology,2026-01-08T22:01:00,easy,1,17.44,0,63,0.9933,0.9904,mastered,[SANDBOX DATA]
learner_0017,learner_0017_interaction_064,item_0074,Population and housing census methodology,2026-01-08T22:14:00,hard,0,44.39,0,64,0.9904,0.9311,mastered,[SANDBOX DATA]
learner_0017,learner_0017_interaction_065,item_0037,Population and housing census methodology,2026-01-08T22:20:00,medium,1,30.24,0,65,0.9311,0.9892,mastered,[SANDBOX DATA]
learner_0017,learner_0017_interaction_066,item_0139,Population and housing census methodology,2026-01-08T22:34:00,easy,1,22.82,0,66,0.9892,0.994,mastered,[SANDBOX DATA]
learner_0017,learner_0017_interaction_067,item_0147,Population and housing census methodology,2026-01-08T22:42:00,hard,1,23.88,0,67,0.994,1.0,mastered,[SANDBOX DATA]
learner_0017,learner_0017_interaction_068,item_0114,Population and housing census methodology,2026-01-08T22:49:00,hard,0,24.17,0,68,1.0,1.0,mastered,[SANDBOX DATA]
learner_0017,learner_0017_interaction_069,item_0191,Population and housing census methodology,2026-01-08T22:56:00,medium,1,22.88,0,69,1.0,0.9933,mastered,[SANDBOX DATA]
learner_0017,learner_0017_interaction_070,item_0181,Population and housing census methodology,2026-01-08T23:02:00,medium,1,41.76,0,70,0.9933,0.9894,mastered,[SANDBOX DATA]
learner_0018,learner_0018_interaction_001,item_0097,Population and housing census methodology,2026-01-19T09:00:00,hard,0,31.75,1,1,0.2232,0.1701,struggling,[SANDBOX DATA]
learner_0018,learner_0018_interaction_002,item_0128,Population and housing census methodology,2026-01-19T09:13:00,hard,0,49.04,1,2,0.1701,0.1688,struggling,[SANDBOX DATA]
learner_0018,learner_0018_interaction_003,item_0158,Population and housing census methodology,2026-01-19T09:23:00,hard,0,49.77,0,3,0.1688,0.1757,struggling,[SANDBOX DATA]
learner_0018,learner_0018_interaction_004,item_0077,Population and housing census methodology,2026-01-19T09:39:00,medium,0,38.69,0,4,0.1757,0.176,struggling,[SANDBOX DATA]
learner_0018,learner_0018_interaction_005,item_0140,Population and housing census methodology,2026-01-19T09:57:00,easy,0,42.46,1,5,0.176,0.1669,struggling,[SANDBOX DATA]
learner_0018,learner_0018_interaction_006,item_0030,Population and housing census methodology,2026-01-19T10:06:00,medium,1,36.28,0,6,0.1669,0.5499,needs_practice,[SANDBOX DATA]
learner_0018,learner_0018_interaction_007,item_0199,Population and housing census methodology,2026-01-19T10:11:00,easy,0,48.54,0,7,0.5499,0.2682,struggling,[SANDBOX DATA]
learner_0018,learner_0018_interaction_008,item_0075,Population and housing census methodology,2026-01-19T10:26:00,medium,1,58.86,1,8,0.2682,0.6739,needs_practice,[SANDBOX DATA]
learner_0018,learner_0018_interaction_009,item_0106,Population and housing census methodology,2026-01-19T10:38:00,hard,1,16.59,0,9,0.6739,0.9105,needs_practice,[SANDBOX DATA]
learner_0018,learner_0018_interaction_010,item_0087,Population and housing census methodology,2026-01-19T10:46:00,medium,1,37.56,1,10,0.9105,0.9829,needs_practice,[SANDBOX DATA]
learner_0018,learner_0018_interaction_011,item_0158,Population and housing census methodology,2026-01-19T11:01:00,hard,1,83.0,1,11,0.9829,0.9931,needs_practice,[SANDBOX DATA]
learner_0018,learner_0018_interaction_012,item_0091,Population and housing census methodology,2026-01-19T11:12:00,easy,1,30.77,0,12,0.9931,0.9946,needs_practice,[SANDBOX DATA]
learner_0018,learner_0018_interaction_013,item_0041,Population and housing census methodology,2026-01-19T11:28:00,medium,1,38.02,0,13,0.9946,0.9888,mastered,[SANDBOX DATA]
learner_0018,learner_0018_interaction_014,item_0085,Population and housing census methodology,2026-01-19T11:34:00,medium,1,31.26,0,14,0.9888,1.0,mastered,[SANDBOX DATA]
learner_0018,learner_0018_interaction_015,item_0041,Population and housing census methodology,2026-01-19T11:51:00,medium,1,46.06,1,15,1.0,1.0,mastered,[SANDBOX DATA]
learner_0018,learner_0018_interaction_016,item_0168,Population and housing census methodology,2026-01-19T12:09:00,hard,1,20.94,0,16,1.0,1.0,mastered,[SANDBOX DATA]
learner_0018,learner_0018_interaction_017,item_0006,Population and housing census methodology,2026-01-19T12:26:00,medium,1,33.0,0,17,1.0,1.0,mastered,[SANDBOX DATA]
learner_0018,learner_0018_interaction_018,item_0050,Population and housing census methodology,2026-01-19T12:40:00,easy,1,35.18,0,18,1.0,1.0,mastered,[SANDBOX DATA]
learner_0018,learner_0018_interaction_019,item_0071,Population and housing census methodology,2026-01-19T12:53:00,easy,1,23.47,1,19,1.0,0.9972,mastered,[SANDBOX DATA]
learner_0018,learner_0018_interaction_020,item_0124,Population and housing census methodology,2026-01-19T13:10:00,medium,1,30.25,0,20,0.9972,1.0,mastered,[SANDBOX DATA]
learner_0018,learner_0018_interaction_021,item_0096,Population and housing census methodology,2026-01-19T13:22:00,medium,1,27.49,0,21,1.0,0.9857,mastered,[SANDBOX DATA]
learner_0018,learner_0018_interaction_022,item_0115,Population and housing census methodology,2026-01-19T13:29:00,hard,1,47.77,0,22,0.9857,1.0,mastered,[SANDBOX DATA]
learner_0018,learner_0018_interaction_023,item_0025,Population and housing census methodology,2026-01-19T13:46:00,easy,1,55.56,0,23,1.0,0.9875,mastered,[SANDBOX DATA]
learner_0018,learner_0018_interaction_024,item_0158,Population and housing census methodology,2026-01-19T14:01:00,hard,0,20.68,0,24,0.9875,0.9193,mastered,[SANDBOX DATA]
learner_0018,learner_0018_interaction_025,item_0039,Population and housing census methodology,2026-01-19T14:12:00,easy,1,43.42,0,25,0.9193,0.9768,mastered,[SANDBOX DATA]
learner_0018,learner_0018_interaction_026,item_0194,Population and housing census methodology,2026-01-19T14:31:00,hard,1,40.36,0,26,0.9768,0.9876,mastered,[SANDBOX DATA]
learner_0018,learner_0018_interaction_027,item_0182,Population and housing census methodology,2026-01-19T14:49:00,medium,1,60.0,0,27,0.9876,1.0,mastered,[SANDBOX DATA]
learner_0018,learner_0018_interaction_028,item_0180,Population and housing census methodology,2026-01-19T15:07:00,easy,1,21.97,1,28,1.0,0.9884,mastered,[SANDBOX DATA]
learner_0018,learner_0018_interaction_029,item_0127,Population and housing census methodology,2026-01-19T15:24:00,hard,1,38.94,0,29,0.9884,0.9992,mastered,[SANDBOX DATA]
learner_0018,learner_0018_interaction_030,item_0003,Population and housing census methodology,2026-01-19T15:40:00,medium,1,39.92,0,30,0.9992,1.0,mastered,[SANDBOX DATA]
learner_0018,learner_0018_interaction_031,item_0145,Population and housing census methodology,2026-01-19T15:53:00,hard,1,51.92,1,31,1.0,1.0,mastered,[SANDBOX DATA]
learner_0018,learner_0018_interaction_032,item_0121,Population and housing census methodology,2026-01-19T16:13:00,medium,1,41.09,0,32,1.0,1.0,mastered,[SANDBOX DATA]
learner_0018,learner_0018_interaction_033,item_0003,Population and housing census methodology,2026-01-19T16:32:00,medium,1,28.2,1,33,1.0,0.9878,mastered,[SANDBOX DATA]
learner_0018,learner_0018_interaction_034,item_0153,Population and housing census methodology,2026-01-19T16:43:00,medium,1,31.82,0,34,0.9878,1.0,mastered,[SANDBOX DATA]
learner_0018,learner_0018_interaction_035,item_0071,Population and housing census methodology,2026-01-19T17:00:00,easy,1,19.44,0,35,1.0,0.996,mastered,[SANDBOX DATA]
learner_0018,learner_0018_interaction_036,item_0066,Population and housing census methodology,2026-01-19T17:11:00,medium,1,17.07,0,36,0.996,0.9873,mastered,[SANDBOX DATA]
learner_0018,learner_0018_interaction_037,item_0072,Population and housing census methodology,2026-01-19T17:28:00,hard,1,22.15,0,37,0.9873,1.0,mastered,[SANDBOX DATA]
learner_0018,learner_0018_interaction_038,item_0085,Population and housing census methodology,2026-01-19T17:39:00,medium,1,48.33,0,38,1.0,1.0,mastered,[SANDBOX DATA]
learner_0018,learner_0018_interaction_039,item_0044,Population and housing census methodology,2026-01-19T17:44:00,easy,1,26.62,0,39,1.0,0.9993,mastered,[SANDBOX DATA]
learner_0018,learner_0018_interaction_040,item_0083,Population and housing census methodology,2026-01-19T17:52:00,easy,1,21.52,0,40,0.9993,0.9939,mastered,[SANDBOX DATA]
learner_0018,learner_0018_interaction_041,item_0062,Population and housing census methodology,2026-01-19T18:07:00,medium,1,25.36,0,41,0.9939,0.9932,mastered,[SANDBOX DATA]
learner_0018,learner_0018_interaction_042,item_0136,Population and housing census methodology,2026-01-19T18:20:00,hard,1,31.08,0,42,0.9932,1.0,mastered,[SANDBOX DATA]
learner_0018,learner_0018_interaction_043,item_0183,Population and housing census methodology,2026-01-19T18:28:00,medium,1,25.88,0,43,1.0,0.9925,mastered,[SANDBOX DATA]
learner_0018,learner_0018_interaction_044,item_0143,Population and housing census methodology,2026-01-19T18:39:00,medium,0,24.4,0,44,0.9925,0.9552,mastered,[SANDBOX DATA]
learner_0018,learner_0018_interaction_045,item_0098,Population and housing census methodology,2026-01-19T18:54:00,hard,1,35.45,0,45,0.9552,0.9938,mastered,[SANDBOX DATA]
learner_0018,learner_0018_interaction_046,item_0025,Population and housing census methodology,2026-01-19T19:07:00,easy,0,24.05,0,46,0.9938,0.9528,mastered,[SANDBOX DATA]
learner_0018,learner_0018_interaction_047,item_0165,Population and housing census methodology,2026-01-19T19:12:00,hard,1,62.28,1,47,0.9528,1.0,mastered,[SANDBOX DATA]
learner_0018,learner_0018_interaction_048,item_0184,Population and housing census methodology,2026-01-19T19:20:00,hard,0,49.48,0,48,1.0,0.9992,mastered,[SANDBOX DATA]
learner_0018,learner_0018_interaction_049,item_0010,Population and housing census methodology,2026-01-19T19:29:00,medium,1,52.49,0,49,0.9992,0.9902,mastered,[SANDBOX DATA]
learner_0018,learner_0018_interaction_050,item_0022,Population and housing census methodology,2026-01-19T19:44:00,medium,1,16.27,0,50,0.9902,0.9836,mastered,[SANDBOX DATA]
learner_0018,learner_0018_interaction_051,item_0182,Population and housing census methodology,2026-01-19T20:01:00,medium,1,39.32,0,51,0.9836,0.9823,mastered,[SANDBOX DATA]
learner_0018,learner_0018_interaction_052,item_0107,Population and housing census methodology,2026-01-19T20:20:00,hard,0,40.68,0,52,0.9823,0.8804,needs_practice,[SANDBOX DATA]
learner_0018,learner_0018_interaction_053,item_0012,Population and housing census methodology,2026-01-19T20:25:00,medium,1,38.79,1,53,0.8804,0.9852,needs_practice,[SANDBOX DATA]
learner_0018,learner_0018_interaction_054,item_0080,Population and housing census methodology,2026-01-19T20:44:00,hard,1,30.5,0,54,0.9852,1.0,mastered,[SANDBOX DATA]
learner_0018,learner_0018_interaction_055,item_0023,Population and housing census methodology,2026-01-19T20:54:00,medium,1,46.53,1,55,1.0,1.0,mastered,[SANDBOX DATA]
learner_0018,learner_0018_interaction_056,item_0003,Population and housing census methodology,2026-01-19T21:05:00,medium,1,9.02,0,56,1.0,1.0,mastered,[SANDBOX DATA]
learner_0018,learner_0018_interaction_057,item_0192,Population and housing census methodology,2026-01-19T21:16:00,hard,1,35.76,1,57,1.0,0.9918,mastered,[SANDBOX DATA]
learner_0018,learner_0018_interaction_058,item_0070,Population and housing census methodology,2026-01-19T21:36:00,easy,1,14.22,0,58,0.9918,0.9914,mastered,[SANDBOX DATA]
