learner_id,day,date,mastery,mastery_before_decay,decay_amount,intervention_count,intervention_boost,days_since_learning,retention_factor,learning_state,data_source
learner_0038,36,2026-02-05,0.0516,0.0669,0.014,0,0.0,13,0.7914,needs_practice,[SANDBOX DATA]
learner_0038,37,2026-02-06,0.0511,0.0516,0.0115,0,0.0,14,0.7772,needs_practice,[SANDBOX DATA]
learner_0038,38,2026-02-07,0.0524,0.0511,0.0121,0,0.0,15,0.7634,needs_practice,[SANDBOX DATA]
learner_0038,39,2026-02-08,0.0451,0.0524,0.0131,0,0.0,16,0.7498,needs_practice,[SANDBOX DATA]
learner_0038,40,2026-02-09,0.0237,0.0451,0.0119,0,0.0,17,0.7364,needs_practice,[SANDBOX DATA]
learner_0038,41,2026-02-10,0.021,0.0237,0.0065,0,0.0,18,0.7233,needs_practice,[SANDBOX DATA]
learner_0038,42,2026-02-11,0.0218,0.021,0.0061,0,0.0,19,0.7103,needs_practice,[SANDBOX DATA]
learner_0038,43,2026-02-12,0.021,0.0218,0.0066,0,0.0,20,0.6977,needs_practice,[SANDBOX DATA]
learner_0038,44,2026-02-13,0.0207,0.021,0.0066,0,0.0,21,0.6852,needs_practice,[SANDBOX DATA]
learner_0038,45,2026-02-14,0.0168,0.0207,0.0068,0,0.0,22,0.673,needs_practice,[SANDBOX DATA]
learner_0038,46,2026-02-15,0.0105,0.0168,0.0057,0,0.0,23,0.661,needs_practice,[SANDBOX DATA]
learner_0038,47,2026-02-16,0.002,0.0105,0.0037,0,0.0,24,0.6492,needs_practice,[SANDBOX DATA]
learner_0038,48,2026-02-17,0.0,0.002,0.0007,0,0.0,25,0.6376,needs_practice,[SANDBOX DATA]
learner_0038,49,2026-02-18,0.0027,0.0,0.0,0,0.0,26,0.6263,needs_practice,[SANDBOX DATA]
learner_0038,50,2026-02-19,0.0032,0.0027,0.001,0,0.0,27,0.6151,needs_practice,[SANDBOX DATA]
learner_0038,51,2026-02-20,0.0064,0.0032,0.0013,0,0.0,28,0.6041,needs_practice,[SANDBOX DATA]
learner_0038,52,2026-02-21,0.0,0.0064,0.0026,0,0.0,29,0.5933,needs_practice,[SANDBOX DATA]
learner_0038,53,2026-02-22,0.0052,0.0,0.0,0,0.0,30,0.5827,needs_practice,[SANDBOX DATA]
learner_0038,54,2026-02-23,0.0194,0.0052,0.0022,0,0.0,31,0.5724,needs_practice,[SANDBOX DATA]
learner_0038,55,2026-02-24,0.0115,0.0194,0.0085,0,0.0,32,0.5621,needs_practice,[SANDBOX DATA]
learner_0038,56,2026-02-25,0.0059,0.0115,0.0052,0,0.0,33,0.5521,needs_practice,[SANDBOX DATA]
learner_0038,57,2026-02-26,0.0057,0.0059,0.0027,0,0.0,34,0.5423,needs_practice,[SANDBOX DATA]
learner_0038,58,2026-02-27,0.0193,0.0057,0.0026,0,0.0,35,0.5326,needs_practice,[SANDBOX DATA]
learner_0038,59,2026-02-28,0.0019,0.0193,0.0092,0,0.0,36,0.5231,needs_practice,[SANDBOX DATA]
learner_0038,60,2026-03-01,0.0026,0.0019,0.0009,0,0.0,37,0.5138,needs_practice,[SANDBOX DATA]
learner_0038,61,2026-03-02,0.0,0.0026,0.0013,0,0.0,38,0.5046,needs_practice,[SANDBOX DATA]
learner_0038,62,2026-03-03,0.0,0.0,0.0,0,0.0,39,0.4956,needs_practice,[SANDBOX DATA]
learner_0038,63,2026-03-04,0.0,0.0,0.0,0,0.0,40,0.4868,needs_practice,[SANDBOX DATA]
learner_0038,64,2026-03-05,0.0108,0.0,0.0,0,0.0,41,0.4781,needs_practice,[SANDBOX DATA]
learner_0038,65,2026-03-06,0.0195,0.0108,0.0057,0,0.0,42,0.4695,needs_practice,[SANDBOX DATA]
learner_0038,66,2026-03-07,0.0126,0.0195,0.0105,0,0.0,43,0.4612,needs_practice,[SANDBOX DATA]
learner_0038,67,2026-03-08,0.0027,0.0126,0.0069,0,0.0,44,0.4529,needs_practice,[SANDBOX DATA]
learner_0038,68,2026-03-09,0.0211,0.0027,0.0015,0,0.0,45,0.4449,needs_practice,[SANDBOX DATA]
learner_0038,69,2026-03-10,0.0058,0.0211,0.0119,0,0.0,46,0.4369,needs_practice,[SANDBOX DATA]
learner_0038,70,2026-03-11,0.0,0.0058,0.0033,0,0.0,47,0.4291,needs_practice,[SANDBOX DATA]
learner_0038,71,2026-03-12,0.0,0.0,0.0,0,0.0,48,0.4215,needs_practice,[SANDBOX DATA]
learner_0038,72,2026-03-13,0.0112,0.0,0.0,0,0.0,49,0.414,needs_practice,[SANDBOX DATA]
learner_0038,73,2026-03-14,0.0123,0.0112,0.0066,0,0.0,50,0.4066,needs_practice,[SANDBOX DATA]
learner_0038,74,2026-03-15,0.0242,0.0123,0.0074,0,0.0,51,0.3993,needs_practice,[SANDBOX DATA]
learner_0038,75,2026-03-16,0.0,0.0242,0.0147,0,0.0,52,0.3922,needs_practice,[SANDBOX DATA]
learner_0038,76,2026-03-17,0.0117,0.0,0.0,0,0.0,53,0.3852,needs_practice,[SANDBOX DATA]
learner_0038,77,2026-03-18,0.005,0.0117,0.0073,0,0.0,54,0.3783,needs_practice,[SANDBOX DATA]
learner_0038,78,2026-03-19,0.0083,0.005,0.0031,0,0.0,55,0.3716,needs_practice,[SANDBOX DATA]
learner_0038,79,2026-03-20,0.0,0.0083,0.0053,0,0.0,56,0.3649,needs_practice,[SANDBOX DATA]
learner_0038,80,2026-03-21,0.0117,0.0,0.0,0,0.0,57,0.3584,needs_practice,[SANDBOX DATA]
learner_0038,81,2026-03-22,0.0104,0.0117,0.0076,0,0.0,58,0.352,needs_practice,[SANDBOX DATA]
learner_0038,82,2026-03-23,0.0033,0.0104,0.0068,0,0.0,59,0.3458,needs_practice,[SANDBOX DATA]
learner_0038,83,2026-03-24,0.0063,0.0033,0.0022,0,0.0,60,0.3396,needs_practice,[SANDBOX DATA]
learner_0038,84,2026-03-25,0.0,0.0063,0.0042,0,0.0,61,0.3335,needs_practice,[SANDBOX DATA]
learner_0038,85,2026-03-26,0.0,0.0,0.0,0,0.0,62,0.3276,needs_practice,[SANDBOX DATA]
learner_0038,86,2026-03-27,0.0,0.0,0.0,0,0.0,63,0.3217,needs_practice,[SANDBOX DATA]
learner_0038,87,2026-03-28,0.0,0.0,0.0,0,0.0,64,0.316,needs_practice,[SANDBOX DATA]
learner_0038,88,2026-03-29,0.0069,0.0,0.0,0,0.0,65,0.3104,needs_practice,[SANDBOX DATA]
learner_0038,89,2026-03-30,0.0116,0.0069,0.0048,0,0.0,66,0.3048,needs_practice,[SANDBOX DATA]
learner_0038,90,2026-03-31,0.0,0.0116,0.0082,0,0.0,67,0.2994,needs_practice,[SANDBOX DATA]
learner_0039,1,2026-01-01,0.6297,0.5981,0.0,1,0.0289,0,1.0,proficient,[SANDBOX DATA]
learner_0039,2,2026-01-02,0.6247,0.6297,0.0,0,0.0,0,1.0,proficient,[SANDBOX DATA]
learner_0039,3,2026-01-03,0.6065,0.6247,0.0111,0,0.0,1,0.9822,proficient,[SANDBOX DATA]
learner_0039,4,2026-01-04,0.6326,0.6065,0.0214,1,0.048,2,0.9646,proficient,[SANDBOX DATA]
learner_0039,5,2026-01-05,0.6487,0.6326,0.0,0,0.0,0,1.0,proficient,[SANDBOX DATA]
learner_0039,6,2026-01-06,0.6375,0.6487,0.0116,0,0.0,1,0.9822,proficient,[SANDBOX DATA]
learner_0039,7,2026-01-07,0.6076,0.6375,0.0225,0,0.0,2,0.9646,proficient,[SANDBOX DATA]
learner_0039,8,2026-01-08,0.5933,0.6076,0.0319,1,0.0127,3,0.9474,developing,[SANDBOX DATA]
learner_0039,9,2026-01-09,0.5991,0.5933,0.0,0,0.0,0,1.0,developing,[SANDBOX DATA]
learner_0039,10,2026-01-10,0.598,0.5991,0.0107,0,0.0,1,0.9822,developing,[SANDBOX DATA]
learner_0039,11,2026-01-11,0.5716,0.598,0.0211,0,0.0,2,0.9646,developing,[SANDBOX DATA]
learner_0039,12,2026-01-12,0.5406,0.5716,0.03,0,0.0,3,0.9474,developing,[SANDBOX DATA]
learner_0039,13,2026-01-13,0.5016,0.5406,0.0376,0,0.0,4,0.9305,developing,[SANDBOX DATA]
learner_0039,14,2026-01-14,0.4481,0.5016,0.0432,0,0.0,5,0.9139,developing,[SANDBOX DATA]
learner_0039,15,2026-01-15,0.4001,0.4481,0.0459,0,0.0,6,0.8976,developing,[SANDBOX DATA]
learner_0039,16,2026-01-16,0.3635,0.4001,0.0474,0,0.0,7,0.8816,needs_practice,[SANDBOX DATA]
learner_0039,17,2026-01-17,0.3166,0.3635,0.0487,0,0.0,8,0.8659,needs_practice,[SANDBOX DATA]
learner_0039,18,2026-01-18,0.2585,0.3166,0.0474,0,0.0,9,0.8504,needs_practice,[SANDBOX DATA]
learner_0039,19,2026-01-19,0.2035,0.2585,0.0426,0,0.0,10,0.8353,needs_practice,[SANDBOX DATA]
learner_0039,20,2026-01-20,0.1802,0.2035,0.0365,0,0.0,11,0.8204,needs_practice,[SANDBOX DATA]
learner_0039,21,2026-01-21,0.1445,0.1802,0.035,0,0.0,12,0.8057,needs_practice,[SANDBOX DATA]
learner_0039,22,2026-01-22,0.1092,0.1445,0.0301,0,0.0,13,0.7914,needs_practice,[SANDBOX DATA]
learner_0039,23,2026-01-23,0.0827,0.1092,0.0243,0,0.0,14,0.7772,needs_practice,[SANDBOX DATA]
learner_0039,24,2026-01-24,0.0513,0.0827,0.0196,0,0.0,15,0.7634,needs_practice,[SANDBOX DATA]
learner_0039,25,2026-01-25,0.0498,0.0513,0.0128,0,0.0,16,0.7498,needs_practice,[SANDBOX DATA]
learner_0039,26,2026-01-26,0.0336,0.0498,0.0131,0,0.0,17,0.7364,needs_practice,[SANDBOX DATA]
learner_0039,27,2026-01-27,0.0352,0.0336,0.0093,0,0.0,18,0.7233,needs_practice,[SANDBOX DATA]
learner_0039,28,2026-01-28,0.0254,0.0352,0.0102,0,0.0,19,0.7103,needs_practice,[SANDBOX DATA]
learner_0039,29,2026-01-29,0.0292,0.0254,0.0077,0,0.0,20,0.6977,needs_practice,[SANDBOX DATA]
learner_0039,30,2026-01-30,0.022,0.0292,0.0092,0,0.0,21,0.6852,needs_practice,[SANDBOX DATA]
learner_0039,31,2026-01-31,0.0217,0.022,0.0072,0,0.0,22,0.673,needs_practice,[SANDBOX DATA]
learner_0039,32,2026-02-01,0.0201,0.0217,0.0073,0,0.0,23,0.661,needs_practice,[SANDBOX DATA]
learner_0039,33,2026-02-02,0.018,0.0201,0.007,0,0.0,24,0.6492,needs_practice,[SANDBOX DATA]
learner_0039,34,2026-02-03,0.0143,0.018,0.0065,0,0.0,25,0.6376,needs_practice,[SANDBOX DATA]
learner_0039,35,2026-02-04,0.0071,0.0143,0.0053,0,0.0,26,0.6263,needs_practice,[SANDBOX DATA]
learner_0039,36,2026-02-05,0.0197,0.0071,0.0027,0,0.0,27,0.6151,needs_practice,[SANDBOX DATA]
learner_0039,37,2026-02-06,0.0046,0.0197,0.0078,0,0.0,28,0.6041,needs_practice,[SANDBOX DATA]
learner_0039,38,2026-02-07,0.0028,0.0046,0.0019,0,0.0,29,0.5933,needs_practice,[SANDBOX DATA]
learner_0039,39,2026-02-08,0.0017,0.0028,0.0012,0,0.0,30,0.5827,needs_practice,[SANDBOX DATA]
learner_0039,40,2026-02-09,0.0042,0.0017,0.0007,0,0.0,31,0.5724,needs_practice,[SANDBOX DATA]
learner_0039,41,2026-02-10,0.0,0.0042,0.0018,0,0.0,32,0.5621,needs_practice,[SANDBOX DATA]
learner_0039,42,2026-02-11,0.0025,0.0,0.0,0,0.0,33,0.5521,needs_practice,[SANDBOX DATA]
learner_0039,43,2026-02-12,0.0,0.0025,0.0012,0,0.0,34,0.5423,needs_practice,[SANDBOX DATA]
learner_0039,44,2026-02-13,0.0,0.0,0.0,0,0.0,35,0.5326,needs_practice,[SANDBOX DATA]
learner_0039,45,2026-02-14,0.0001,0.0,0.0,0,0.0,36,0.5231,needs_practice,[SANDBOX DATA]
learner_0039,46,2026-02-15,0.0,0.0001,0.0,0,0.0,37,0.5138,needs_practice,[SANDBOX DATA]
learner_0039,47,2026-02-16,0.0,0.0,0.0,0,0.0,38,0.5046,needs_practice,[SANDBOX DATA]
learner_0039,48,2026-02-17,0.0011,0.0,0.0,0,0.0,39,0.4956,needs_practice,[SANDBOX DATA]
learner_0039,49,2026-02-18,0.0044,0.0011,0.0006,0,0.0,40,0.4868,needs_practice,[SANDBOX DATA]
learner_0039,50,2026-02-19,0.0063,0.0044,0.0023,0,0.0,41,0.4781,needs_practice,[SANDBOX DATA]
learner_0039,51,2026-02-20,0.0075,0.0063,0.0034,0,0.0,42,0.4695,needs_practice,[SANDBOX DATA]
learner_0039,52,2026-02-21,0.0,0.0075,0.004,0,0.0,43,0.4612,needs_practice,[SANDBOX DATA]
learner_0039,53,2026-02-22,0.0,0.0,0.0,0,0.0,44,0.4529,needs_practice,[SANDBOX DATA]
learner_0039,54,2026-02-23,0.0158,0.0,0.0,0,0.0,45,0.4449,needs_practice,[SANDBOX DATA]
learner_0039,55,2026-02-24,0.0,0.0158,0.0089,0,0.0,46,0.4369,needs_practice,[SANDBOX DATA]
learner_0039,56,2026-02-25,0.0049,0.0,0.0,0,0.0,47,0.4291,needs_practice,[SANDBOX DATA]
learner_0039,57,2026-02-26,0.0,0.0049,0.0028,0,0.0,48,0.4215,needs_practice,[SANDBOX DATA]
learner_0039,58,2026-02-27,0.0006,0.0,0.0,0,0.0,49,0.414,needs_practice,[SANDBOX DATA]
learner_0039,59,2026-02-28,0.0,0.0006,0.0004,0,0.0,50,0.4066,needs_practice,[SANDBOX DATA]
learner_0039,60,2026-03-01,0.0045,0.0,0.0,0,0.0,51,0.3993,needs_practice,[SANDBOX DATA]
learner_0039,61,2026-03-02,0.0029,0.0045,0.0027,0,0.0,52,0.3922,needs_practice,[SANDBOX DATA]
learner_0039,62,2026-03-03,0.0,0.0029,0.0018,0,0.0,53,0.3852,needs_practice,[SANDBOX DATA]
learner_0039,63,2026-03-04,0.0,0.0,0.0,0,0.0,54,0.3783,needs_practice,[SANDBOX DATA]
learner_0039,64,2026-03-05,0.0021,0.0,0.0,0,0.0,55,0.3716,needs_practice,[SANDBOX DATA]
learner_0039,65,2026-03-06,0.0,0.0021,0.0014,0,0.0,56,0.3649,needs_practice,[SANDBOX DATA]
learner_0039,66,2026-03-07,0.0034,0.0,0.0,0,0.0,57,0.3584,needs_practice,[SANDBOX DATA]
learner_0039,67,2026-03-08,0.0222,0.0034,0.0022,0,0.0,58,0.352,needs_practice,[SANDBOX DATA]
learner_0039,68,2026-03-09,0.0185,0.0222,0.0145,0,0.0,59,0.3458,needs_practice,[SANDBOX DATA]
learner_0039,69,2026-03-10,0.012,0.0185,0.0122,0,0.0,60,0.3396,needs_practice,[SANDBOX DATA]
learner_0039,70,2026-03-11,0.0033,0.012,0.008,0,0.0,61,0.3335,needs_practice,[SANDBOX DATA]
learner_0039,71,2026-03-12,0.0,0.0033,0.0022,0,0.0,62,0.3276,needs_practice,[SANDBOX DATA]
learner_0039,72,2026-03-13,0.0,0.0,0.0,0,0.0,63,0.3217,needs_practice,[SANDBOX DATA]
learner_0039,73,2026-03-14,0.0103,0.0,0.0,0,0.0,64,0.316,needs_practice,[SANDBOX DATA]
learner_0039,74,2026-03-15,0.0,0.0103,0.0071,0,0.0,65,0.3104,needs_practice,[SANDBOX DATA]
learner_0039,75,2026-03-16,0.0,0.0,0.0,0,0.0,66,0.3048,needs_practice,[SANDBOX DATA]
learner_0039,76,2026-03-17,0.0,0.0,0.0,0,0.0,67,0.2994,needs_practice,[SANDBOX DATA]
learner_0039,77,2026-03-18,0.0,0.0,0.0,0,0.0,68,0.2941,needs_practice,[SANDBOX DATA]
learner_0039,78,2026-03-19,0.0,0.0,0.0,0,0.0,69,0.2888,needs_practice,[SANDBOX DATA]
learner_0039,79,2026-03-20,0.0,0.0,0.0,0,0.0,70,0.2837,needs_practice,[SANDBOX DATA]
learner_0039,80,2026-03-21,0.0,0.0,0.0,0,0.0,71,0.2786,needs_practice,[SANDBOX DATA]
learner_0039,81,2026-03-22,0.0,0.0,0.0,0,0.0,72,0.2736,needs_practice,[SANDBOX DATA]
learner_0039,82,2026-03-23,0.0,0.0,0.0,0,0.0,73,0.2687,needs_practice,[SANDBOX DATA]
learner_0039,83,2026-03-24,0.0042,0.0,0.0,0,0.0,74,0.2639,needs_practice,[SANDBOX DATA]
learner_0039,84,2026-03-25,0.0,0.0042,0.0031,0,0.0,75,0.2592,needs_practice,[SANDBOX DATA]
learner_0039,85,2026-03-26,0.0,0.0,0.0,0,0.0,76,0.2546,needs_practice,[SANDBOX DATA]
learner_0039,86,2026-03-27,0.0048,0.0,0.0,0,0.0,77,0.2501,needs_practice,[SANDBOX DATA]
learner_0039,87,2026-03-28,0.0,0.0048,0.0036,0,0.0,78,0.2456,needs_practice,[SANDBOX DATA]
learner_0039,88,2026-03-29,0.0,0.0,0.0,0,0.0,79,0.2412,needs_practice,[SANDBOX DATA]
learner_0039,89,2026-03-30,0.0038,0.0,0.0,0,0.0,80,0.2369,needs_practice,[SANDBOX DATA]
learner_0039,90,2026-03-31,0.0062,0.0038,0.0029,0,0.0,81,0.2327,needs_practice,[SANDBOX DATA]
learner_0040,1,2026-01-01,0.616,0.6,0.0,1,0.0223,0,1.0,proficient,[SANDBOX DATA]
learner_0040,2,2026-01-02,0.6091,0.616,0.0,0,0.0,0,1.0,proficient,[SANDBOX DATA]
learner_0040,3,2026-01-03,0.6399,0.6091,0.0109,1,0.0381,1,0.9822,proficient,[SANDBOX DATA]
learner_0040,4,2026-01-04,0.6435,0.6399,0.0,0,0.0,0,1.0,proficient,[SANDBOX DATA]
learner_0040,5,2026-01-05,0.6343,0.6435,0.0115,0,0.0,1,0.9822,proficient,[SANDBOX DATA]
learner_0040,6,2026-01-06,0.6123,0.6343,0.0224,0,0.0,2,0.9646,proficient,[SANDBOX DATA]
learner_0040,7,2026-01-07,0.5856,0.6123,0.0322,0,0.0,3,0.9474,developing,[SANDBOX DATA]
learner_0040,8,2026-01-08,0.5808,0.5856,0.0407,1,0.0285,4,0.9305,developing,[SANDBOX DATA]
learner_0040,9,2026-01-09,0.58,0.5808,0.0,0,0.0,0,1.0,developing,[SANDBOX DATA]
learner_0040,10,2026-01-10,0.5807,0.58,0.0103,0,0.0,1,0.9822,developing,[SANDBOX DATA]
learner_0040,11,2026-01-11,0.562,0.5807,0.0205,0,0.0,2,0.9646,developing,[SANDBOX DATA]
learner_0040,12,2026-01-12,0.5375,0.562,0.0295,0,0.0,3,0.9474,developing,[SANDBOX DATA]
learner_0040,13,2026-01-13,0.5024,0.5375,0.0373,0,0.0,4,0.9305,developing,[SANDBOX DATA]
learner_0040,14,2026-01-14,0.4612,0.5024,0.0432,0,0.0,5,0.9139,developing,[SANDBOX DATA]
learner_0040,15,2026-01-15,0.4081,0.4612,0.0472,0,0.0,6,0.8976,developing,[SANDBOX DATA]
learner_0040,16,2026-01-16,0.3654,0.4081,0.0483,0,0.0,7,0.8816,needs_practice,[SANDBOX DATA]
learner_0040,17,2026-01-17,0.3391,0.3654,0.049,0,0.0,8,0.8659,needs_practice,[SANDBOX DATA]
learner_0040,18,2026-01-18,0.2854,0.3391,0.0507,0,0.0,9,0.8504,needs_practice,[SANDBOX DATA]
learner_0040,19,2026-01-19,0.239,0.2854,0.047,0,0.0,10,0.8353,needs_practice,[SANDBOX DATA]
learner_0040,20,2026-01-20,0.1925,0.239,0.0429,0,0.0,11,0.8204,needs_practice,[SANDBOX DATA]
learner_0040,21,2026-01-21,0.1512,0.1925,0.0374,0,0.0,12,0.8057,needs_practice,[SANDBOX DATA]
learner_0040,22,2026-01-22,0.132,0.1512,0.0315,0,0.0,13,0.7914,needs_practice,[SANDBOX DATA]
learner_0040,23,2026-01-23,0.0972,0.132,0.0294,0,0.0,14,0.7772,needs_practice,[SANDBOX DATA]
learner_0040,24,2026-01-24,0.0704,0.0972,0.023,0,0.0,15,0.7634,needs_practice,[SANDBOX DATA]
learner_0040,25,2026-01-25,0.0401,0.0704,0.0176,0,0.0,16,0.7498,needs_practice,[SANDBOX DATA]
learner_0040,26,2026-01-26,0.0235,0.0401,0.0106,0,0.0,17,0.7364,needs_practice,[SANDBOX DATA]
learner_0040,27,2026-01-27,0.0033,0.0235,0.0065,0,0.0,18,0.7233,needs_practice,[SANDBOX DATA]
learner_0040,28,2026-01-28,0.0074,0.0033,0.001,0,0.0,19,0.7103,needs_practice,[SANDBOX DATA]
learner_0040,29,2026-01-29,0.0276,0.0074,0.0022,0,0.0,20,0.6977,needs_practice,[SANDBOX DATA]
learner_0040,30,2026-01-30,0.016,0.0276,0.0087,0,0.0,21,0.6852,needs_practice,[SANDBOX DATA]
learner_0040,31,2026-01-31,0.0,0.016,0.0052,0,0.0,22,0.673,needs_practice,[SANDBOX DATA]
learner_0040,32,2026-02-01,0.0072,0.0,0.0,0,0.0,23,0.661,needs_practice,[SANDBOX DATA]
learner_0040,33,2026-02-02,0.0,0.0072,0.0025,0,0.0,24,0.6492,needs_practice,[SANDBOX DATA]
learner_0040,34,2026-02-03,0.0104,0.0,0.0,0,0.0,25,0.6376,needs_practice,[SANDBOX DATA]
learner_0040,35,2026-02-04,0.0043,0.0104,0.0039,0,0.0,26,0.6263,needs_practice,[SANDBOX DATA]
learner_0040,36,2026-02-05,0.0,0.0043,0.0016,0,0.0,27,0.6151,needs_practice,[SANDBOX DATA]
learner_0040,37,2026-02-06,0.0,0.0,0.0,0,0.0,28,0.6041,needs_practice,[SANDBOX DATA]
learner_0040,38,2026-02-07,0.0061,0.0,0.0,0,0.0,29,0.5933,needs_practice,[SANDBOX DATA]
learner_0040,39,2026-02-08,0.0017,0.0061,0.0025,0,0.0,30,0.5827,needs_practice,[SANDBOX DATA]
learner_0040,40,2026-02-09,0.0,0.0017,0.0007,0,0.0,31,0.5724,needs_practice,[SANDBOX DATA]
learner_0040,41,2026-02-10,0.0,0.0,0.0,0,0.0,32,0.5621,needs_practice,[SANDBOX DATA]
learner_0040,42,2026-02-11,0.0,0.0,0.0,0,0.0,33,0.5521,needs_practice,[SANDBOX DATA]
learner_0040,43,2026-02-12,0.0032,0.0,0.0,0,0.0,34,0.5423,needs_practice,[SANDBOX DATA]
learner_0040,44,2026-02-13,0.0,0.0032,0.0015,0,0.0,35,0.5326,needs_practice,[SANDBOX DATA]
learner_0040,45,2026-02-14,0.0,0.0,0.0,0,0.0,36,0.5231,needs_practice,[SANDBOX DATA]
learner_0040,46,2026-02-15,0.0061,0.0,0.0,0,0.0,37,0.5138,needs_practice,[SANDBOX DATA]
learner_0040,47,2026-02-16,0.0055,0.0061,0.003,0,0.0,38,0.5046,needs_practice,[SANDBOX DATA]
learner_0040,48,2026-02-17,0.0074,0.0055,0.0028,0,0.0,39,0.4956,needs_practice,[SANDBOX DATA]
learner_0040,49,2026-02-18,0.0031,0.0074,0.0038,0,0.0,40,0.4868,needs_practice,[SANDBOX DATA]
learner_0040,50,2026-02-19,0.0108,0.0031,0.0016,0,0.0,41,0.4781,needs_practice,[SANDBOX DATA]
learner_0040,51,2026-02-20,0.0125,0.0108,0.0058,0,0.0,42,0.4695,needs_practice,[SANDBOX DATA]
learner_0040,52,2026-02-21,0.0093,0.0125,0.0067,0,0.0,43,0.4612,needs_practice,[SANDBOX DATA]
learner_0040,53,2026-02-22,0.0116,0.0093,0.0051,0,0.0,44,0.4529,needs_practice,[SANDBOX DATA]
learner_0040,54,2026-02-23,0.0112,0.0116,0.0065,0,0.0,45,0.4449,needs_practice,[SANDBOX DATA]
learner_0040,55,2026-02-24,0.0014,0.0112,0.0063,0,0.0,46,0.4369,needs_practice,[SANDBOX DATA]
learner_0040,56,2026-02-25,0.0,0.0014,0.0008,0,0.0,47,0.4291,needs_practice,[SANDBOX DATA]
learner_0040,57,2026-02-26,0.0034,0.0,0.0,0,0.0,48,0.4215,needs_practice,[SANDBOX DATA]
learner_0040,58,2026-02-27,0.0058,0.0034,0.002,0,0.0,49,0.414,needs_practice,[SANDBOX DATA]
learner_0040,59,2026-02-28,0.0111,0.0058,0.0034,0,0.0,50,0.4066,needs_practice,[SANDBOX DATA]
learner_0040,60,2026-03-01,0.0,0.0111,0.0066,0,0.0,51,0.3993,needs_practice,[SANDBOX DATA]
learner_0040,61,2026-03-02,0.0,0.0,0.0,0,0.0,52,0.3922,needs_practice,[SANDBOX DATA]
learner_0040,62,2026-03-03,0.0037,0.0,0.0,0,0.0,53,0.3852,needs_practice,[SANDBOX DATA]
learner_0040,63,2026-03-04,0.0008,0.0037,0.0023,0,0.0,54,0.3783,needs_practice,[SANDBOX DATA]
learner_0040,64,2026-03-05,0.0,0.0008,0.0005,0,0.0,55,0.3716,needs_practice,[SANDBOX DATA]
learner_0040,65,2026-03-06,0.003,0.0,0.0,0,0.0,56,0.3649,needs_practice,[SANDBOX DATA]
learner_0040,66,2026-03-07,0.0,0.003,0.0019,0,0.0,57,0.3584,needs_practice,[SANDBOX DATA]
learner_0040,67,2026-03-08,0.0,0.0,0.0,0,0.0,58,0.352,needs_practice,[SANDBOX DATA]
learner_0040,68,2026-03-09,0.0108,0.0,0.0,0,0.0,59,0.3458,needs_practice,[SANDBOX DATA]
learner_0040,69,2026-03-10,0.0183,0.0108,0.0071,0,0.0,60,0.3396,needs_practice,[SANDBOX DATA]
learner_0040,70,2026-03-11,0.0,0.0183,0.0122,0,0.0,61,0.3335,needs_practice,[SANDBOX DATA]
learner_0040,71,2026-03-12,0.0,0.0,0.0,0,0.0,62,0.3276,needs_practice,[SANDBOX DATA]
learner_0040,72,2026-03-13,0.0003,0.0,0.0,0,0.0,63,0.3217,needs_practice,[SANDBOX DATA]
learner_0040,73,2026-03-14,0.0144,0.0003,0.0002,0,0.0,64,0.316,needs_practice,[SANDBOX DATA]
learner_0040,74,2026-03-15,0.0005,0.0144,0.0099,0,0.0,65,0.3104,needs_practice,[SANDBOX DATA]
learner_0040,75,2026-03-16,0.0,0.0005,0.0004,0,0.0,66,0.3048,needs_practice,[SANDBOX DATA]
learner_0040,76,2026-03-17,0.0124,0.0,0.0,0,0.0,67,0.2994,needs_practice,[SANDBOX DATA]
learner_0040,77,2026-03-18,0.0006,0.0124,0.0087,0,0.0,68,0.2941,needs_practice,[SANDBOX DATA]
learner_0040,78,2026-03-19,0.006,0.0006,0.0005,0,0.0,69,0.2888,needs_practice,[SANDBOX DATA]
learner_0040,79,2026-03-20,0.0,0.006,0.0043,0,0.0,70,0.2837,needs_practice,[SANDBOX DATA]
learner_0040,80,2026-03-21,0.0,0.0,0.0,0,0.0,71,0.2786,needs_practice,[SANDBOX DATA]
learner_0040,81,2026-03-22,0.0,0.0,0.0,0,0.0,72,0.2736,needs_practice,[SANDBOX DATA]
learner_0040,82,2026-03-23,0.0,0.0,0.0,0,0.0,73,0.2687,needs_practice,[SANDBOX DATA]
learner_0040,83,2026-03-24,0.0067,0.0,0.0,0,0.0,74,0.2639,needs_practice,[SANDBOX DATA]
learner_0040,84,2026-03-25,0.0013,0.0067,0.005,0,0.0,75,0.2592,needs_practice,[SANDBOX DATA]
learner_0040,85,2026-03-26,0.0,0.0013,0.001,0,0.0,76,0.2546,needs_practice,[SANDBOX DATA]
learner_0040,86,2026-03-27,0.0,0.0,0.0,0,0.0,77,0.2501,needs_practice,[SANDBOX DATA]
learner_0040,87,2026-03-28,0.0,0.0,0.0,0,0.0,78,0.2456,needs_practice,[SANDBOX DATA]
learner_0040,88,2026-03-29,0.0024,0.0,0.0,0,0.0,79,0.2412,needs_practice,[SANDBOX DATA]
learner_0040,89,2026-03-30,0.0084,0.0024,0.0018,0,0.0,80,0.2369,needs_practice,[SANDBOX DATA]
