learner_id,item_id,response,probability,data_source
learner_0095,item_0036,0,0.072708,[SANDBOX DATA]
learner_0095,item_0037,0,0.252317,[SANDBOX DATA]
learner_0095,item_0038,0,0.209685,[SANDBOX DATA]
learner_0095,item_0039,0,0.145384,[SANDBOX DATA]
learner_0095,item_0040,1,0.58753,[SANDBOX DATA]
learner_0095,item_0041,0,0.028635,[SANDBOX DATA]
learner_0095,item_0042,0,0.145781,[SANDBOX DATA]
learner_0095,item_0043,0,0.019499,[SANDBOX DATA]
learner_0095,item_0044,0,0.064796,[SANDBOX DATA]
learner_0095,item_0045,1,0.134675,[SANDBOX DATA]
learner_0095,item_0046,0,0.190284,[SANDBOX DATA]
learner_0095,item_0047,0,0.165549,[SANDBOX DATA]
learner_0095,item_0048,1,0.233255,[SANDBOX DATA]
learner_0095,item_0049,0,0.276119,[SANDBOX DATA]
learner_0095,item_0050,0,0.069266,[SANDBOX DATA]
learner_0095,item_0051,1,0.570118,[SANDBOX DATA]
learner_0095,item_0052,0,0.001781,[SANDBOX DATA]
learner_0095,item_0053,0,0.008791,[SANDBOX DATA]
learner_0095,item_0054,0,0.335601,[SANDBOX DATA]
learner_0095,item_0055,1,0.256774,[SANDBOX DATA]
learner_0095,item_0056,0,0.063086,[SANDBOX DATA]
learner_0095,item_0057,0,0.205864,[SANDBOX DATA]
learner_0095,item_0058,1,0.14247,[SANDBOX DATA]
learner_0095,item_0059,0,0.157816,[SANDBOX DATA]
learner_0095,item_0060,0,0.471229,[SANDBOX DATA]
learner_0095,item_0061,0,0.414477,[SANDBOX DATA]
learner_0095,item_0062,0,0.442918,[SANDBOX DATA]
learner_0095,item_0063,0,0.100981,[SANDBOX DATA]
learner_0095,item_0064,0,0.108012,[SANDBOX DATA]
learner_0095,item_0065,0,0.197513,[SANDBOX DATA]
learner_0095,item_0066,0,0.147633,[SANDBOX DATA]
learner_0095,item_0067,0,0.021855,[SANDBOX DATA]
learner_0095,item_0068,0,0.033924,[SANDBOX DATA]
learner_0095,item_0069,0,0.040769,[SANDBOX DATA]
learner_0095,item_0070,0,0.123332,[SANDBOX DATA]
learner_0095,item_0071,0,0.06411,[SANDBOX DATA]
learner_0095,item_0072,0,0.043864,[SANDBOX DATA]
learner_0095,item_0073,0,0.49901,[SANDBOX DATA]
learner_0095,item_0074,1,0.480755,[SANDBOX DATA]
learner_0095,item_0075,0,0.064334,[SANDBOX DATA]
learner_0095,item_0076,0,0.179882,[SANDBOX DATA]
learner_0095,item_0077,0,0.22304,[SANDBOX DATA]
learner_0095,item_0078,0,0.418089,[SANDBOX DATA]
learner_0095,item_0079,0,0.149286,[SANDBOX DATA]
learner_0095,item_0080,1,0.29457,[SANDBOX DATA]
learner_0095,item_0081,0,0.500922,[SANDBOX DATA]
learner_0095,item_0082,0,0.147861,[SANDBOX DATA]
learner_0095,item_0083,1,0.171745,[SANDBOX DATA]
learner_0095,item_0084,0,0.290076,[SANDBOX DATA]
learner_0095,item_0085,0,0.017319,[SANDBOX DATA]
learner_0095,item_0086,0,0.106297,[SANDBOX DATA]
learner_0095,item_0087,0,0.085466,[SANDBOX DATA]
learner_0095,item_0088,1,0.160422,[SANDBOX DATA]
learner_0095,item_0089,1,0.540503,[SANDBOX DATA]
learner_0095,item_0090,0,0.056932,[SANDBOX DATA]
learner_0095,item_0091,1,0.285945,[SANDBOX DATA]
learner_0095,item_0092,0,0.424434,[SANDBOX DATA]
learner_0095,item_0093,0,0.266622,[SANDBOX DATA]
learner_0095,item_0094,0,0.11396,[SANDBOX DATA]
learner_0095,item_0095,0,0.171866,[SANDBOX DATA]
learner_0095,item_0096,0,0.020799,[SANDBOX DATA]
learner_0095,item_0097,0,0.07111,[SANDBOX DATA]
learner_0095,item_0098,1,0.689505,[SANDBOX DATA]
learner_0095,item_0099,0,0.102628,[SANDBOX DATA]
learner_0095,item_0100,1,0.488132,[SANDBOX DATA]
learner_0095,item_0101,0,0.015599,[SANDBOX DATA]
learner_0095,item_0102,0,0.082042,[SANDBOX DATA]
learner_0095,item_0103,0,0.02144,[SANDBOX DATA]
learner_0095,item_0104,0,0.230058,[SANDBOX DATA]
learner_0095,item_0105,0,0.132609,[SANDBOX DATA]
learner_0095,item_0106,0,0.263132,[SANDBOX DATA]
learner_0095,item_0107,1,0.241054,[SANDBOX DATA]
learner_0095,item_0108,0,0.107493,[SANDBOX DATA]
learner_0095,item_0109,0,0.136423,[SANDBOX DATA]
learner_0095,item_0110,0,0.042261,[SANDBOX DATA]
learner_0095,item_0111,0,0.038083,[SANDBOX DATA]
learner_0095,item_0112,1,0.427644,[SANDBOX DATA]
learner_0095,item_0113,0,0.109037,[SANDBOX DATA]
learner_0095,item_0114,1,0.580621,[SANDBOX DATA]
learner_0095,item_0115,0,0.119082,[SANDBOX DATA]
learner_0095,item_0116,0,0.221344,[SANDBOX DATA]
learner_0095,item_0117,0,0.016015,[SANDBOX DATA]
learner_0095,item_0118,1,0.143775,[SANDBOX DATA]
learner_0095,item_0119,0,0.34483,[SANDBOX DATA]
learner_0095,item_0120,0,0.132309,[SANDBOX DATA]
learner_0095,item_0121,0,0.601054,[SANDBOX DATA]
learner_0095,item_0122,1,0.494652,[SANDBOX DATA]
learner_0095,item_0123,0,0.111145,[SANDBOX DATA]
learner_0095,item_0124,0,0.121266,[SANDBOX DATA]
learner_0095,item_0125,0,0.013421,[SANDBOX DATA]
learner_0095,item_0126,0,0.007112,[SANDBOX DATA]
learner_0095,item_0127,0,0.117237,[SANDBOX DATA]
learner_0095,item_0128,1,0.083925,[SANDBOX DATA]
learner_0095,item_0129,0,0.01229,[SANDBOX DATA]
learner_0095,item_0130,0,0.13409,[SANDBOX DATA]
learner_0095,item_0131,0,0.008642,[SANDBOX DATA]
learner_0095,item_0132,1,0.39122,[SANDBOX DATA]
learner_0095,item_0133,1,0.268817,[SANDBOX DATA]
learner_0095,item_0134,0,0.017554,[SANDBOX DATA]
learner_0095,item_0135,1,0.094365,[SANDBOX DATA]
learner_0095,item_0136,1,0.251698,[SANDBOX DATA]
learner_0095,item_0137,0,0.31913,[SANDBOX DATA]
learner_0095,item_0138,1,0.472807,[SANDBOX DATA]
learner_0095,item_0139,0,0.241597,[SANDBOX DATA]
learner_0095,item_0140,1,0.439656,[SANDBOX DATA]
learner_0095,item_0141,0,0.17571,[SANDBOX DATA]
learner_0095,item_0142,0,0.17741,[SANDBOX DATA]
learner_0095,item_0143,0,0.304262,[SANDBOX DATA]
learner_0095,item_0144,1,0.375975,[SANDBOX DATA]
learner_0095,item_0145,0,0.063052,[SANDBOX DATA]
learner_0095,item_0146,0,0.161255,[SANDBOX DATA]
learner_0095,item_0147,1,0.25637,[SANDBOX DATA]
learner_0095,item_0148,1,0.153679,[SANDBOX DATA]
learner_0095,item_0149,0,0.28743,[SANDBOX DATA]
learner_0095,item_0150,0,0.139676,[SANDBOX DATA]
learner_0095,item_0151,0,0.369205,[SANDBOX DATA]
learner_0095,item_0152,1,0.476195,[SANDBOX DATA]
learner_0095,item_0153,0,0.284819,[SANDBOX DATA]
learner_0095,item_0154,0,0.161538,[SANDBOX DATA]
learner_0095,item_0155,0,0.354806,[SANDBOX DATA]
learner_0095,item_0156,0,0.353392,[SANDBOX DATA]
learner_0095,item_0157,1,0.081736,[SANDBOX DATA]
learner_0095,item_0158,1,0.334395,[SANDBOX DATA]
learner_0095,item_0159,1,0.578725,[SANDBOX DATA]
learner_0095,item_0160,1,0.21971,[SANDBOX DATA]
learner_0095,item_0161,1,0.090204,[SANDBOX DATA]
learner_0095,item_0162,1,0.458791,[SANDBOX DATA]
learner_0095,item_0163,0,0.083086,[SANDBOX DATA]
learner_0095,item_0164,1,0.476425,[SANDBOX DATA]
learner_0095,item_0165,0,0.091924,[SANDBOX DATA]
learner_0095,item_0166,0,0.231612,[SANDBOX DATA]
learner_0095,item_0167,0,0.332782,[SANDBOX DATA]
learner_0095,item_0168,0,0.029213,[SANDBOX DATA]
learner_0095,item_0169,1,0.236626,[SANDBOX DATA]
learner_0095,item_0170,1,0.538264,[SANDBOX DATA]
learner_0095,item_0171,0,0.041145,[SANDBOX DATA]
learner_0095,item_0172,0,0.13867,[SANDBOX DATA]
learner_0095,item_0173,0,0.281179,[SANDBOX DATA]
learner_0095,item_0174,0,0.269354,[SANDBOX DATA]
learner_0095,item_0175,0,0.128187,[SANDBOX DATA]
learner_0095,item_0176,0,0.225302,[SANDBOX DATA]
learner_0095,item_0177,0,0.005415,[SANDBOX DATA]
learner_0095,item_0178,0,0.23884,[SANDBOX DATA]
learner_0095,item_0179,0,0.089161,[SANDBOX DATA]
learner_0095,item_0180,0,0.418811,[SANDBOX DATA]
learner_0095,item_0181,0,0.006113,[SANDBOX DATA]
learner_0095,item_0182,0,0.053986,[SANDBOX DATA]
learner_0095,item_0183,0,0.518747,[SANDBOX DATA]
learner_0095,item_0184,0,0.030898,[SANDBOX DATA]
learner_0095,item_0185,0,0.13019,[SANDBOX DATA]
learner_0095,item_0186,1,0.833887,[SANDBOX DATA]
learner_0095,item_0187,0,0.079054,[SANDBOX DATA]
learner_0095,item_0188,0,0.394528,[SANDBOX DATA]
learner_0095,item_0189,0,0.085107,[SANDBOX DATA]
learner_0095,item_0190,0,0.179252,[SANDBOX DATA]
learner_0095,item_0191,1,0.369561,[SANDBOX DATA]
learner_0095,item_0192,0,0.217607,[SANDBOX DATA]
learner_0095,item_0193,0,0.138825,[SANDBOX DATA]
learner_0095,item_0194,1,0.25603,[SANDBOX DATA]
learner_0095,item_0195,0,0.058096,[SANDBOX DATA]
learner_0095,item_0196,1,0.372259,[SANDBOX DATA]
learner_0095,item_0197,0,0.06476,[SANDBOX DATA]
learner_0095,item_0198,0,0.066681,[SANDBOX DATA]
learner_0095,item_0199,0,0.090172,[SANDBOX DATA]
learner_0095,item_0200,1,0.758096,[SANDBOX DATA]
learner_0096,item_0001,0,0.076118,[SANDBOX DATA]
learner_0096,item_0002,0,0.066605,[SANDBOX DATA]
learner_0096,item_0003,0,0.076027,[SANDBOX DATA]
learner_0096,item_0004,1,0.086173,[SANDBOX DATA]
learner_0096,item_0005,1,0.55938,[SANDBOX DATA]
learner_0096,item_0006,0,0.470473,[SANDBOX DATA]
learner_0096,item_0007,0,0.277337,[SANDBOX DATA]
learner_0096,item_0008,0,0.195701,[SANDBOX DATA]
learner_0096,item_0009,0,0.007273,[SANDBOX DATA]
learner_0096,item_0010,0,0.475304,[SANDBOX DATA]
learner_0096,item_0011,0,0.090741,[SANDBOX DATA]
learner_0096,item_0012,0,0.21219,[SANDBOX DATA]
learner_0096,item_0013,1,0.729922,[SANDBOX DATA]
learner_0096,item_0014,0,0.089203,[SANDBOX DATA]
learner_0096,item_0015,1,0.432043,[SANDBOX DATA]
learner_0096,item_0016,0,0.462488,[SANDBOX DATA]
learner_0096,item_0017,0,0.213626,[SANDBOX DATA]
learner_0096,item_0018,1,0.371351,[SANDBOX DATA]
learner_0096,item_0019,0,0.204094,[SANDBOX DATA]
learner_0096,item_0020,0,0.198845,[SANDBOX DATA]
learner_0096,item_0021,1,0.776414,[SANDBOX DATA]
learner_0096,item_0022,1,0.326082,[SANDBOX DATA]
learner_0096,item_0023,1,0.524182,[SANDBOX DATA]
learner_0096,item_0024,0,0.020252,[SANDBOX DATA]
learner_0096,item_0025,1,0.687949,[SANDBOX DATA]
learner_0096,item_0026,0,0.221338,[SANDBOX DATA]
learner_0096,item_0027,0,0.068395,[SANDBOX DATA]
learner_0096,item_0028,0,0.04086,[SANDBOX DATA]
learner_0096,item_0029,1,0.737281,[SANDBOX DATA]
learner_0096,item_0030,1,0.537142,[SANDBOX DATA]
learner_0096,item_0031,0,0.253279,[SANDBOX DATA]
learner_0096,item_0032,0,0.105271,[SANDBOX DATA]
learner_0096,item_0033,0,0.142015,[SANDBOX DATA]
learner_0096,item_0034,0,0.112154,[SANDBOX DATA]
learner_0096,item_0035,1,0.803827,[SANDBOX DATA]
learner_0096,item_0036,0,0.140393,[SANDBOX DATA]
learner_0096,item_0037,1,0.304957,[SANDBOX DATA]
learner_0096,item_0038,1,0.324634,[SANDBOX DATA]
learner_0096,item_0039,0,0.2081,[SANDBOX DATA]
learner_0096,item_0040,0,0.745366,[SANDBOX DATA]
learner_0096,item_0041,0,0.056449,[SANDBOX DATA]
learner_0096,item_0042,0,0.21193,[SANDBOX DATA]
learner_0096,item_0043,0,0.036444,[SANDBOX DATA]
learner_0096,item_0044,0,0.122029,[SANDBOX DATA]
learner_0096,item_0045,0,0.198477,[SANDBOX DATA]
learner_0096,item_0046,0,0.237856,[SANDBOX DATA]
learner_0096,item_0047,0,0.238643,[SANDBOX DATA]
learner_0096,item_0048,0,0.307227,[SANDBOX DATA]
learner_0096,item_0049,0,0.44753,[SANDBOX DATA]
learner_0096,item_0050,0,0.108735,[SANDBOX DATA]
learner_0096,item_0051,1,0.671409,[SANDBOX DATA]
learner_0096,item_0052,0,0.003867,[SANDBOX DATA]
learner_0096,item_0053,0,0.019364,[SANDBOX DATA]
learner_0096,item_0054,1,0.462996,[SANDBOX DATA]
learner_0096,item_0055,0,0.317999,[SANDBOX DATA]
learner_0096,item_0056,0,0.121728,[SANDBOX DATA]
learner_0096,item_0057,0,0.252815,[SANDBOX DATA]
learner_0096,item_0058,0,0.250694,[SANDBOX DATA]
learner_0096,item_0059,0,0.223713,[SANDBOX DATA]
learner_0096,item_0060,0,0.670395,[SANDBOX DATA]
learner_0096,item_0061,0,0.475355,[SANDBOX DATA]
learner_0096,item_0062,1,0.521705,[SANDBOX DATA]
learner_0096,item_0063,0,0.147415,[SANDBOX DATA]
learner_0096,item_0064,0,0.182975,[SANDBOX DATA]
learner_0096,item_0065,0,0.269335,[SANDBOX DATA]
learner_0096,item_0066,1,0.192392,[SANDBOX DATA]
learner_0096,item_0067,0,0.038966,[SANDBOX DATA]
learner_0096,item_0068,0,0.068278,[SANDBOX DATA]
learner_0096,item_0069,0,0.073568,[SANDBOX DATA]
learner_0096,item_0070,0,0.206876,[SANDBOX DATA]
learner_0096,item_0071,0,0.092346,[SANDBOX DATA]
learner_0096,item_0072,0,0.086334,[SANDBOX DATA]
learner_0096,item_0073,1,0.563171,[SANDBOX DATA]
learner_0096,item_0074,1,0.608763,[SANDBOX DATA]
learner_0096,item_0075,0,0.09389,[SANDBOX DATA]
learner_0096,item_0076,0,0.318878,[SANDBOX DATA]
learner_0096,item_0077,1,0.302852,[SANDBOX DATA]
learner_0096,item_0078,0,0.509612,[SANDBOX DATA]
learner_0096,item_0079,0,0.216758,[SANDBOX DATA]
learner_0096,item_0080,0,0.471981,[SANDBOX DATA]
learner_0096,item_0081,0,0.641557,[SANDBOX DATA]
learner_0096,item_0082,0,0.22733,[SANDBOX DATA]
learner_0096,item_0083,1,0.237623,[SANDBOX DATA]
learner_0096,item_0084,0,0.366615,[SANDBOX DATA]
learner_0096,item_0085,0,0.028956,[SANDBOX DATA]
learner_0096,item_0086,0,0.165387,[SANDBOX DATA]
learner_0096,item_0087,1,0.131813,[SANDBOX DATA]
learner_0096,item_0088,0,0.233423,[SANDBOX DATA]
learner_0096,item_0089,0,0.673767,[SANDBOX DATA]
learner_0096,item_0090,0,0.108101,[SANDBOX DATA]
learner_0096,item_0091,0,0.478915,[SANDBOX DATA]
learner_0096,item_0092,0,0.530548,[SANDBOX DATA]
learner_0096,item_0093,1,0.381623,[SANDBOX DATA]
learner_0096,item_0094,0,0.175217,[SANDBOX DATA]
learner_0096,item_0095,0,0.240017,[SANDBOX DATA]
learner_0096,item_0096,0,0.046922,[SANDBOX DATA]
learner_0096,item_0097,0,0.104844,[SANDBOX DATA]
learner_0096,item_0098,1,0.811451,[SANDBOX DATA]
learner_0096,item_0099,0,0.151506,[SANDBOX DATA]
learner_0096,item_0100,1,0.651291,[SANDBOX DATA]
learner_0096,item_0101,0,0.031188,[SANDBOX DATA]
learner_0096,item_0102,1,0.148652,[SANDBOX DATA]
learner_0096,item_0103,0,0.0388,[SANDBOX DATA]
learner_0096,item_0104,0,0.28854,[SANDBOX DATA]
learner_0096,item_0105,1,0.256474,[SANDBOX DATA]
learner_0096,item_0106,1,0.406211,[SANDBOX DATA]
learner_0096,item_0107,0,0.413196,[SANDBOX DATA]
learner_0096,item_0108,0,0.18475,[SANDBOX DATA]
learner_0096,item_0109,0,0.178917,[SANDBOX DATA]
learner_0096,item_0110,0,0.063917,[SANDBOX DATA]
learner_0096,item_0111,0,0.06856,[SANDBOX DATA]
learner_0096,item_0112,0,0.510563,[SANDBOX DATA]
learner_0096,item_0113,1,0.148529,[SANDBOX DATA]
learner_0096,item_0114,1,0.672712,[SANDBOX DATA]
learner_0096,item_0115,0,0.16964,[SANDBOX DATA]
learner_0096,item_0116,0,0.275115,[SANDBOX DATA]
learner_0096,item_0117,1,0.03612,[SANDBOX DATA]
learner_0096,item_0118,0,0.199404,[SANDBOX DATA]
learner_0096,item_0119,1,0.462747,[SANDBOX DATA]
learner_0096,item_0120,0,0.176427,[SANDBOX DATA]
learner_0096,item_0121,1,0.74337,[SANDBOX DATA]
learner_0096,item_0122,0,0.637111,[SANDBOX DATA]
learner_0096,item_0123,0,0.177958,[SANDBOX DATA]
learner_0096,item_0124,1,0.181473,[SANDBOX DATA]
learner_0096,item_0125,0,0.026691,[SANDBOX DATA]
learner_0096,item_0126,0,0.015773,[SANDBOX DATA]
learner_0096,item_0127,0,0.157022,[SANDBOX DATA]
learner_0096,item_0128,0,0.145737,[SANDBOX DATA]
learner_0096,item_0129,0,0.023758,[SANDBOX DATA]
learner_0096,item_0130,1,0.207663,[SANDBOX DATA]
learner_0096,item_0131,0,0.019174,[SANDBOX DATA]
learner_0096,item_0132,1,0.472996,[SANDBOX DATA]
learner_0096,item_0133,0,0.378109,[SANDBOX DATA]
learner_0096,item_0134,0,0.034046,[SANDBOX DATA]
learner_0096,item_0135,0,0.17236,[SANDBOX DATA]
learner_0096,item_0136,0,0.388654,[SANDBOX DATA]
learner_0096,item_0137,0,0.415651,[SANDBOX DATA]
learner_0096,item_0138,1,0.562748,[SANDBOX DATA]
learner_0096,item_0139,0,0.283938,[SANDBOX DATA]
learner_0096,item_0140,0,0.502136,[SANDBOX DATA]
learner_0096,item_0141,0,0.254144,[SANDBOX DATA]
learner_0096,item_0142,1,0.294083,[SANDBOX DATA]
learner_0096,item_0143,1,0.491567,[SANDBOX DATA]
learner_0096,item_0144,1,0.461109,[SANDBOX DATA]
learner_0096,item_0145,0,0.117923,[SANDBOX DATA]
learner_0096,item_0146,0,0.251899,[SANDBOX DATA]
learner_0096,item_0147,0,0.393738,[SANDBOX DATA]
learner_0096,item_0148,0,0.26597,[SANDBOX DATA]
learner_0096,item_0149,0,0.343747,[SANDBOX DATA]
learner_0096,item_0150,1,0.221216,[SANDBOX DATA]
learner_0096,item_0151,1,0.443043,[SANDBOX DATA]
learner_0096,item_0152,0,0.547402,[SANDBOX DATA]
learner_0096,item_0153,1,0.342699,[SANDBOX DATA]
learner_0096,item_0154,1,0.240984,[SANDBOX DATA]
learner_0096,item_0155,0,0.413462,[SANDBOX DATA]
learner_0096,item_0156,0,0.516675,[SANDBOX DATA]
learner_0096,item_0157,0,0.150103,[SANDBOX DATA]
learner_0096,item_0158,1,0.435865,[SANDBOX DATA]
learner_0096,item_0159,1,0.734082,[SANDBOX DATA]
learner_0096,item_0160,0,0.382268,[SANDBOX DATA]
learner_0096,item_0161,0,0.15719,[SANDBOX DATA]
learner_0096,item_0162,0,0.566424,[SANDBOX DATA]
learner_0096,item_0163,0,0.135441,[SANDBOX DATA]
learner_0096,item_0164,1,0.529834,[SANDBOX DATA]
learner_0096,item_0165,0,0.16096,[SANDBOX DATA]
learner_0096,item_0166,0,0.385846,[SANDBOX DATA]
learner_0096,item_0167,1,0.423372,[SANDBOX DATA]
learner_0096,item_0168,1,0.061184,[SANDBOX DATA]
learner_0096,item_0169,0,0.283185,[SANDBOX DATA]
learner_0096,item_0170,0,0.625696,[SANDBOX DATA]
learner_0096,item_0171,0,0.059899,[SANDBOX DATA]
learner_0096,item_0172,0,0.195884,[SANDBOX DATA]
learner_0096,item_0173,1,0.372066,[SANDBOX DATA]
learner_0096,item_0174,1,0.409251,[SANDBOX DATA]
learner_0096,item_0175,0,0.158859,[SANDBOX DATA]
learner_0096,item_0176,1,0.320357,[SANDBOX DATA]
learner_0096,item_0177,0,0.012084,[SANDBOX DATA]
learner_0096,item_0178,0,0.321908,[SANDBOX DATA]
learner_0096,item_0179,0,0.133168,[SANDBOX DATA]
learner_0096,item_0180,0,0.604267,[SANDBOX DATA]
learner_0096,item_0181,0,0.012519,[SANDBOX DATA]
learner_0096,item_0182,0,0.115334,[SANDBOX DATA]
learner_0096,item_0183,0,0.608469,[SANDBOX DATA]
learner_0096,item_0184,0,0.066082,[SANDBOX DATA]
learner_0096,item_0185,1,0.179879,[SANDBOX DATA]
learner_0096,item_0186,1,0.915272,[SANDBOX DATA]
learner_0096,item_0187,0,0.143847,[SANDBOX DATA]
learner_0096,item_0188,0,0.583073,[SANDBOX DATA]
learner_0096,item_0189,0,0.115743,[SANDBOX DATA]
learner_0096,item_0190,0,0.306327,[SANDBOX DATA]
learner_0096,item_0191,1,0.476434,[SANDBOX DATA]
learner_0096,item_0192,0,0.320326,[SANDBOX DATA]
learner_0096,item_0193,0,0.262526,[SANDBOX DATA]
learner_0096,item_0194,1,0.378039,[SANDBOX DATA]
learner_0096,item_0195,0,0.082522,[SANDBOX DATA]
learner_0096,item_0196,0,0.488569,[SANDBOX DATA]
learner_0096,item_0197,0,0.098211,[SANDBOX DATA]
learner_0096,item_0198,0,0.117998,[SANDBOX DATA]
learner_0096,item_0199,1,0.171048,[SANDBOX DATA]
learner_0096,item_0200,1,0.865146,[SANDBOX DATA]
learner_0097,item_0001,0,0.143894,[SANDBOX DATA]
learner_0097,item_0002,1,0.183409,[SANDBOX DATA]
learner_0097,item_0003,0,0.1283,[SANDBOX DATA]
learner_0097,item_0004,0,0.186007,[SANDBOX DATA]
learner_0097,item_0005,0,0.791124,[SANDBOX DATA]
learner_0097,item_0006,1,0.760882,[SANDBOX DATA]
learner_0097,item_0007,1,0.431215,[SANDBOX DATA]
learner_0097,item_0008,1,0.477607,[SANDBOX DATA]
learner_0097,item_0009,0,0.025183,[SANDBOX DATA]
learner_0097,item_0010,0,0.735436,[SANDBOX DATA]
learner_0097,item_0011,0,0.241375,[SANDBOX DATA]
learner_0097,item_0012,1,0.431403,[SANDBOX DATA]
learner_0097,item_0013,1,0.803052,[SANDBOX DATA]
learner_0097,item_0014,0,0.190925,[SANDBOX DATA]
learner_0097,item_0015,0,0.542307,[SANDBOX DATA]
learner_0097,item_0016,1,0.557138,[SANDBOX DATA]
learner_0097,item_0017,1,0.373978,[SANDBOX DATA]
learner_0097,item_0018,1,0.579245,[SANDBOX DATA]
learner_0097,item_0019,0,0.354192,[SANDBOX DATA]
learner_0097,item_0020,1,0.34391,[SANDBOX DATA]
learner_0097,item_0021,1,0.927495,[SANDBOX DATA]
learner_0097,item_0022,0,0.527996,[SANDBOX DATA]
learner_0097,item_0023,1,0.743225,[SANDBOX DATA]
learner_0097,item_0024,0,0.051153,[SANDBOX DATA]
learner_0097,item_0025,1,0.810667,[SANDBOX DATA]
learner_0097,item_0026,1,0.471388,[SANDBOX DATA]
learner_0097,item_0027,0,0.161171,[SANDBOX DATA]
learner_0097,item_0028,0,0.073712,[SANDBOX DATA]
learner_0097,item_0029,1,0.870513,[SANDBOX DATA]
learner_0097,item_0030,0,0.66188,[SANDBOX DATA]
learner_0097,item_0031,1,0.528523,[SANDBOX DATA]
learner_0097,item_0032,0,0.191419,[SANDBOX DATA]
learner_0097,item_0033,0,0.378566,[SANDBOX DATA]
learner_0097,item_0034,0,0.306793,[SANDBOX DATA]
learner_0097,item_0035,1,0.921832,[SANDBOX DATA]
learner_0097,item_0036,1,0.340752,[SANDBOX DATA]
learner_0097,item_0037,0,0.398508,[SANDBOX DATA]
learner_0097,item_0038,1,0.549952,[SANDBOX DATA]
learner_0097,item_0039,1,0.342163,[SANDBOX DATA]
learner_0097,item_0040,1,0.900692,[SANDBOX DATA]
learner_0097,item_0041,1,0.1538,[SANDBOX DATA]
learner_0097,item_0042,0,0.354492,[SANDBOX DATA]
learner_0097,item_0043,0,0.094012,[SANDBOX DATA]
learner_0097,item_0044,0,0.293104,[SANDBOX DATA]
learner_0097,item_0045,0,0.339234,[SANDBOX DATA]
learner_0097,item_0046,1,0.327601,[SANDBOX DATA]
learner_0097,item_0047,0,0.391257,[SANDBOX DATA]
learner_0097,item_0048,0,0.444886,[SANDBOX DATA]
learner_0097,item_0049,1,0.725478,[SANDBOX DATA]
learner_0097,item_0050,0,0.209544,[SANDBOX DATA]
learner_0097,item_0051,1,0.801101,[SANDBOX DATA]
learner_0097,item_0052,0,0.012989,[SANDBOX DATA]
learner_0097,item_0053,0,0.064887,[SANDBOX DATA]
learner_0097,item_0054,1,0.666227,[SANDBOX DATA]
learner_0097,item_0055,1,0.427454,[SANDBOX DATA]
learner_0097,item_0056,0,0.300969,[SANDBOX DATA]
learner_0097,item_0057,1,0.339523,[SANDBOX DATA]
learner_0097,item_0058,0,0.501034,[SANDBOX DATA]
learner_0097,item_0059,1,0.361608,[SANDBOX DATA]
learner_0097,item_0060,1,0.881378,[SANDBOX DATA]
learner_0097,item_0061,1,0.571719,[SANDBOX DATA]
learner_0097,item_0062,1,0.641834,[SANDBOX DATA]
learner_0097,item_0063,0,0.253923,[SANDBOX DATA]
learner_0097,item_0064,0,0.370301,[SANDBOX DATA]
learner_0097,item_0065,0,0.410031,[SANDBOX DATA]
learner_0097,item_0066,1,0.282094,[SANDBOX DATA]
learner_0097,item_0067,0,0.093657,[SANDBOX DATA]
learner_0097,item_0068,1,0.188705,[SANDBOX DATA]
learner_0097,item_0069,0,0.174839,[SANDBOX DATA]
learner_0097,item_0070,1,0.407444,[SANDBOX DATA]
learner_0097,item_0071,0,0.159192,[SANDBOX DATA]
learner_0097,item_0072,1,0.227098,[SANDBOX DATA]
learner_0097,item_0073,1,0.659061,[SANDBOX DATA]
learner_0097,item_0074,1,0.778541,[SANDBOX DATA]
learner_0097,item_0075,1,0.164778,[SANDBOX DATA]
learner_0097,item_0076,1,0.606232,[SANDBOX DATA]
learner_0097,item_0077,1,0.4543,[SANDBOX DATA]
learner_0097,item_0078,1,0.649744,[SANDBOX DATA]
learner_0097,item_0079,1,0.361371,[SANDBOX DATA]
learner_0097,item_0080,1,0.747015,[SANDBOX DATA]
learner_0097,item_0081,0,0.816124,[SANDBOX DATA]
learner_0097,item_0082,0,0.402652,[SANDBOX DATA]
learner_0097,item_0083,1,0.371478,[SANDBOX DATA]
learner_0097,item_0084,1,0.5,[SANDBOX DATA]
learner_0097,item_0085,0,0.063747,[SANDBOX DATA]
learner_0097,item_0086,0,0.30635,[SANDBOX DATA]
learner_0097,item_0087,0,0.245432,[SANDBOX DATA]
learner_0097,item_0088,0,0.387597,[SANDBOX DATA]
learner_0097,item_0089,1,0.833281,[SANDBOX DATA]
learner_0097,item_0090,0,0.265817,[SANDBOX DATA]
learner_0097,item_0091,1,0.772055,[SANDBOX DATA]
learner_0097,item_0092,0,0.688402,[SANDBOX DATA]
learner_0097,item_0093,1,0.58617,[SANDBOX DATA]
learner_0097,item_0094,0,0.318384,[SANDBOX DATA]
learner_0097,item_0095,0,0.3791,[SANDBOX DATA]
learner_0097,item_0096,0,0.155593,[SANDBOX DATA]
learner_0097,item_0097,0,0.185902,[SANDBOX DATA]
learner_0097,item_0098,0,0.924023,[SANDBOX DATA]
learner_0097,item_0099,0,0.264376,[SANDBOX DATA]
learner_0097,item_0100,0,0.842918,[SANDBOX DATA]
learner_0097,item_0101,0,0.089217,[SANDBOX DATA]
